# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A1CF	unnamed (+232350)
BCL2A1	unnamed (-61779), unnamed (-61354), unnamed (-47979), unnamed (-39904), unnamed (-7804), unnamed (+5446), unnamed (+7121), unnamed (+9471)
BCL2L1	unnamed (+14648), unnamed (+16323), unnamed (+23173), unnamed (+28748), unnamed (+31073), unnamed (+36448), unnamed (+40298), unnamed (+48973), unnamed (+57423)
BCL2L10	unnamed (-29557), unnamed (+52218), unnamed (+67468)
BCL2L13	unnamed (+105591), unnamed (+133041)
BCL7A	unnamed (-50447), unnamed (-40047), unnamed (-37647), unnamed (-36097), unnamed (-26497), unnamed (-16397), unnamed (-15947), unnamed (-5272), unnamed (+1478), unnamed (+4253), unnamed (+5628), unnamed (+8103), unnamed (+10653), unnamed (+12253), unnamed (+15853), unnamed (+21778), unnamed (+26828), unnamed (+33853), unnamed (+35578), unnamed (+39528)
BCR	unnamed (+222715)
BDH1	unnamed (+42212)
BDH2	unnamed (+7083)
BDP1	unnamed (+76710)
BEND5	unnamed (+18918)
BEND6	unnamed (-467)
BFSP2	unnamed (+88205)
BHLHA15	unnamed (-11227)
BHLHE22	unnamed (+114633)
BHLHE23	unnamed (-26740)
BHLHE40	unnamed (-472516)
BHLHE41	unnamed (-34398), unnamed (-29823), unnamed (-1848), unnamed (-23), unnamed (+1302), unnamed (+3452), unnamed (+4977), unnamed (+6827), unnamed (+9952)
BICD1	unnamed (+156946), unnamed (+159196), unnamed (+361246), unnamed (+375071), unnamed (+375821), unnamed (+415596)
BICD2	unnamed (+23162), unnamed (+45412), unnamed (+50662), unnamed (+51787), unnamed (+53037)
BICDL1	unnamed (+118881)
BID	unnamed (-236909), unnamed (-166734), unnamed (-146459), unnamed (-125034), unnamed (-123784), unnamed (-119509), unnamed (-118309), unnamed (-102909), unnamed (-102309), unnamed (-93459), unnamed (-85709), unnamed (-80059), unnamed (-73059), unnamed (-72459), unnamed (-64209), unnamed (-61909), unnamed (-59084), unnamed (-58584), unnamed (-42234), unnamed (-33459), unnamed (-30759), unnamed (-27309), unnamed (-21684), unnamed (-20734), unnamed (-19534), unnamed (-18059), unnamed (-13109), unnamed (+2391), unnamed (+29841)
BIN1	unnamed (+39405), unnamed (+42955), unnamed (+46455), unnamed (+56380)
BIN2	unnamed (-19202), unnamed (+31573)
BIN3	unnamed (+25870), unnamed (+33220)
BIRC2	unnamed (+1426), unnamed (+19676), unnamed (+38326), unnamed (+41901), unnamed (+45701), unnamed (+49176), unnamed (+50026), unnamed (+51551), unnamed (+58776), unnamed (+60751), unnamed (+64551), unnamed (+66126), unnamed (+66751), unnamed (+100676), unnamed (+103101)
BIRC6	unnamed (+220147), unnamed (+233172), unnamed (+234697)
BLM	unnamed (-124727), unnamed (+63523), unnamed (+82848), unnamed (+84223), unnamed (+91548), unnamed (+101298), unnamed (+139973)
BLNK	unnamed (+20465)
BLOC1S6	unnamed (+18908), unnamed (+21058)
BLVRA	unnamed (-57462)
BMI1	unnamed (-3561)
BMP2K	unnamed (-164778), unnamed (-163278), unnamed (-102228), unnamed (-70378), unnamed (-24028), unnamed (+109897)
BMP3	unnamed (-567915), unnamed (-490115), unnamed (-419765), unnamed (-154240)
BMP8A	unnamed (-238496), unnamed (-197946), unnamed (-144396), unnamed (-137821), unnamed (-95996), unnamed (-21996), unnamed (-21546), unnamed (+33354), unnamed (+70179)
BMPR1A	unnamed (-85300)
BMPR1B	unnamed (-293529)
BNIP3L	unnamed (-80148), unnamed (-30823)
BOD1L1	unnamed (-551327), unnamed (-549327), unnamed (+38848)
BOK	unnamed (+69654), unnamed (+71204)
BOLA3	unnamed (-5381), unnamed (-4856), unnamed (+94419)
BOLL	unnamed (+124)
BORA	unnamed (+8946), unnamed (+20421), unnamed (+31746), unnamed (+34271), unnamed (+38396)
BPGM	unnamed (+121169)
BPIFB1	unnamed (+94240)
BPTF	unnamed (-77940), unnamed (-11690), unnamed (+154885)
BRAF	unnamed (+6764), unnamed (+8089), unnamed (+145414)
BRCA2	unnamed (+48751), unnamed (+48976), unnamed (+75376)
BRD1	unnamed (+157404)
BRD3	unnamed (+5917), unnamed (+38767)
BRD7	unnamed (+2529), unnamed (+68254)
BRI3BP	unnamed (+18400), unnamed (+20725), unnamed (+22050)
BRINP1	unnamed (-392583), unnamed (-367458)
BRIP1	unnamed (+46321), unnamed (+46996), unnamed (+47971), unnamed (+77796), unnamed (+79446)
BRK1	unnamed (-34567), unnamed (-33292)
BRMS1L	unnamed (+29907)
BRSK1	unnamed (+18309)
BRWD1	unnamed (-33506), unnamed (-4456), unnamed (+47494), unnamed (+48019), unnamed (+55694)
BSCL2	unnamed (-2)
BST1	unnamed (+53575), unnamed (+63400)
BTAF1	unnamed (+123831), unnamed (+125056)
BTBD1	unnamed (+2004)
BTBD2	unnamed (+35574)
BTBD3	unnamed (+672)
BTBD7	unnamed (+120721)
BTC	unnamed (-79564)
BTD	unnamed (-24551)
BTG1	unnamed (-220328), unnamed (-219553), unnamed (-39553), unnamed (-24478)
BTG3	unnamed (-185631), unnamed (-183731), unnamed (-170606)
BTG4	unnamed (+102279)
BTN2A2	unnamed (-8826)
BTN3A1	unnamed (-1212)
BTN3A2	unnamed (+9044)
BTNL2	unnamed (+9953)
BTNL3	unnamed (-13795), unnamed (-12670), unnamed (-11120)
BTNL8	unnamed (+75945), unnamed (+77070), unnamed (+78620)
BTNL9	unnamed (+12675)
BUB1	unnamed (+689), unnamed (+1839), unnamed (+3639), unnamed (+5414), unnamed (+8739)
BUB1B	unnamed (+71724)
BUD13	unnamed (-1262), unnamed (+832938)
BVES	unnamed (+299)
BZW2	unnamed (+39191), unnamed (+50741)
C10orf67	unnamed (-24505), unnamed (-23880)
C10orf76	unnamed (+49943), unnamed (+84293), unnamed (+89193), unnamed (+90693), unnamed (+93643), unnamed (+94443), unnamed (+132518), unnamed (+147968), unnamed (+149568), unnamed (+150543), unnamed (+153993), unnamed (+155318), unnamed (+159168), unnamed (+166493), unnamed (+167418), unnamed (+195893), unnamed (+197468)
C11orf54	unnamed (-28067)
C11orf63	unnamed (-38903)
C11orf87	unnamed (-749145), unnamed (+534480)
C11orf95	unnamed (-58025)
C12orf4	unnamed (+3296)
C12orf49	unnamed (+64986)
C12orf65	unnamed (-67391)
C12orf73	unnamed (+3839)
C14orf159	unnamed (+73480)
C14orf180	unnamed (-192889), unnamed (-187889), unnamed (-186739), unnamed (-185389)
C14orf39	unnamed (+182521)
C15orf39	unnamed (+11133)
C15orf48	unnamed (+28168)
C16orf78	unnamed (+67852), unnamed (+89527), unnamed (+91152), unnamed (+201602), unnamed (+202627)
C17orf62	unnamed (+7934), unnamed (+16909), unnamed (+21009)
C18orf25	unnamed (+8948), unnamed (+11398), unnamed (+69573), unnamed (+71948), unnamed (+88973), unnamed (+92723), unnamed (+94998)
C18orf8	unnamed (-42534), unnamed (-8184), unnamed (-7359), unnamed (-6584), unnamed (+4241), unnamed (+15016), unnamed (+45266), unnamed (+70216)
C19orf68	unnamed (+15183), unnamed (+16208)
C19orf70	unnamed (+16377)
C1GALT1	unnamed (+53485), unnamed (+55110)
C1QTNF7	unnamed (+70914), unnamed (+72739), unnamed (+74239), unnamed (+76839)
C1orf105	unnamed (-43988)
C1orf115	unnamed (+730), unnamed (+21505)
C1orf159	unnamed (-34419)
C1orf174	unnamed (-146115), unnamed (-128340), unnamed (-126540), unnamed (-10965)
C1orf185	unnamed (-101384)
C1orf198	unnamed (-69797)
C1orf21	unnamed (+348592), unnamed (+366467)
C1orf216	unnamed (-42928)
C1orf61	unnamed (-47433)
C20orf173	unnamed (+20877), unnamed (+29477), unnamed (+31852), unnamed (+36177), unnamed (+60027), unnamed (+67252)
C21orf2	unnamed (+32668)
C21orf91	unnamed (+20911), unnamed (+22811), unnamed (+35936)
C22orf23	unnamed (+23121)
C22orf39	unnamed (-7768), unnamed (-7368)
C2CD3	unnamed (+69669)
C2CD4A	unnamed (+57973)
C2CD4B	unnamed (-58992), unnamed (+40333)
C2CD5	unnamed (+1842)
C2orf82	unnamed (-74807), unnamed (-30257)
C2orf83	unnamed (+121835), unnamed (+122435), unnamed (+126310)
C2orf88	unnamed (+28262)
C3orf20	unnamed (+13876)
C3orf38	unnamed (+284632), unnamed (+291257)
C3orf52	unnamed (+29615), unnamed (+34215), unnamed (+39240), unnamed (+41190), unnamed (+44815)
C3orf58	unnamed (+156227)
C4A	unnamed (-2399)
C4BPB	unnamed (-19088)
C4orf19	unnamed (+61817)
C4orf3	unnamed (+18820), unnamed (+59695)
C4orf33	unnamed (-216717), unnamed (-208717), unnamed (-56017)
C5orf15	unnamed (+9687), unnamed (+12387), unnamed (+29312)
C5orf24	unnamed (-20063)
C5orf42	unnamed (-56047), unnamed (-52522), unnamed (+64278), unnamed (+196078), unnamed (+196403)
C5orf63	unnamed (-149683)
C6orf10	unnamed (-25296), unnamed (+28604)
C6orf106	unnamed (+57797)
C6orf120	unnamed (+4435), unnamed (+4860), unnamed (+6785), unnamed (+7610)
C7orf25	unnamed (-14210), unnamed (-13335)
C7orf61	unnamed (+22396)
C7orf72	unnamed (+73314), unnamed (+180364), unnamed (+184814)
C7orf73	unnamed (-88771)
C8orf22	unnamed (-123229), unnamed (-122904)
C8orf33	unnamed (+4922), unnamed (+5472)
C8orf37	unnamed (+118676)
C9orf129	unnamed (+44339), unnamed (+76589), unnamed (+78389)
C9orf16	unnamed (+15315)
C9orf47	unnamed (-212778), unnamed (+422)
C9orf72	unnamed (-12484), unnamed (+8366), unnamed (+9066)
CA12	unnamed (-104789)
CA8	unnamed (+250837), unnamed (+251812)
CAB39	unnamed (-148295), unnamed (-113895), unnamed (-112745), unnamed (+9005), unnamed (+24080), unnamed (+25330), unnamed (+49630), unnamed (+66005), unnamed (+98830)
CABIN1	unnamed (+75132), unnamed (+114332), unnamed (+131382), unnamed (+152657), unnamed (+159107), unnamed (+161132)
CABLES1	unnamed (-199813), unnamed (-197388), unnamed (-189513), unnamed (-183538), unnamed (-181938), unnamed (-177338), unnamed (-176938), unnamed (-169938), unnamed (-162588), unnamed (-162113), unnamed (-161563), unnamed (-160038), unnamed (-157013), unnamed (-156138), unnamed (-155613), unnamed (-153888), unnamed (-148838), unnamed (-147438), unnamed (-136538), unnamed (-115038)
CABYR	unnamed (-274845), unnamed (-272545), unnamed (-118520), unnamed (-89795), unnamed (-84770), unnamed (-44945), unnamed (-44520), unnamed (-23695), unnamed (+37980)
CACFD1	unnamed (-31315), unnamed (+12935), unnamed (+13785)
CACNA1B	unnamed (-205189)
CACNA1C	unnamed (+192612), unnamed (+195537)
CACNA1E	unnamed (+20280), unnamed (+22480), unnamed (+22930)
CACNA1I	unnamed (+254972), unnamed (+255572)
CACNA2D1	unnamed (+597598)
CACNA2D4	unnamed (-34039), unnamed (-15439), unnamed (-14864), unnamed (-6389), unnamed (-2314)
CACNB4	unnamed (+265325)
CACNG1	unnamed (+36710)
CACNG2	unnamed (+151358)
CACNG3	unnamed (-235078)
CACYBP	unnamed (-316583), unnamed (-261158), unnamed (-259583), unnamed (-127533), unnamed (-58058)
CADM1	unnamed (-435485), unnamed (+247940), unnamed (+279740)
CAGE1	unnamed (-1382)
CALB1	unnamed (-542071), unnamed (-456621)
CALCR	unnamed (+143730)
CALD1	unnamed (-11650)
CALHM2	unnamed (+33168), unnamed (+33518), unnamed (+35493)
CALM1	unnamed (+362817)
CALM2	unnamed (-133824), unnamed (-124599)
CALML3	unnamed (+57816), unnamed (+121766), unnamed (+139916)
CALML4	unnamed (-6414), unnamed (-3939), unnamed (-2714), unnamed (+13661), unnamed (+16386), unnamed (+21261), unnamed (+22586), unnamed (+43186), unnamed (+104911), unnamed (+105861), unnamed (+107286), unnamed (+123911)
CALML5	unnamed (+50880), unnamed (+53230), unnamed (+56055)
CALU	unnamed (-4042)
CAMK1	unnamed (-12148), unnamed (+2327), unnamed (+10527), unnamed (+15527)
CAMK1D	unnamed (-145532), unnamed (-8532), unnamed (+244993), unnamed (+361043)
CAMK2B	unnamed (-108677), unnamed (-104177), unnamed (-92752), unnamed (-63452), unnamed (-61152), unnamed (-13452), unnamed (-12652), unnamed (+63198), unnamed (+90148)
CAMK2D	unnamed (+190393), unnamed (+192743), unnamed (+198768), unnamed (+614043)
CAMK2N1	unnamed (+81795), unnamed (+143120)
CAMKK2	unnamed (+18233), unnamed (+70608)
CAMTA1	unnamed (+919726)
CAMTA2	unnamed (+6462), unnamed (+7037)
CAND1	unnamed (-555081), unnamed (+4969), unnamed (+5469), unnamed (+44869), unnamed (+180344)
CAP1	unnamed (-69458), unnamed (+20967)
CAPG	unnamed (+11653)
CAPN1	unnamed (+1763), unnamed (+23963)
CAPN10	unnamed (+7884)
CAPN12	unnamed (+21224), unnamed (+24399), unnamed (+25099), unnamed (+27749), unnamed (+31049), unnamed (+35249), unnamed (+38599), unnamed (+50474), unnamed (+75774), unnamed (+76374), unnamed (+78549)
CAPN15	unnamed (-84831)
CAPN2	unnamed (+110743)
CAPN3	unnamed (+84988)
CAPN5	unnamed (-19666), unnamed (+16134)
CAPN7	unnamed (-25718), unnamed (+12757)
CAPZB	unnamed (+39239), unnamed (+55564), unnamed (+70164), unnamed (+71814), unnamed (+73289), unnamed (+75739), unnamed (+85239), unnamed (+115064), unnamed (+125039)
CARD19	unnamed (-16668)
CARD8	unnamed (-9562), unnamed (+54163), unnamed (+55188)
CARD9	unnamed (-22019)
CARHSP1	unnamed (+53676)
CARMIL1	unnamed (-304303), unnamed (-280828), unnamed (-275328), unnamed (-266478), unnamed (-264878), unnamed (-263878), unnamed (-262878), unnamed (-261028), unnamed (-253028), unnamed (-251953), unnamed (-251178), unnamed (-249428), unnamed (-247053), unnamed (-245678), unnamed (-242553), unnamed (-238278), unnamed (-235778), unnamed (-228328), unnamed (-226328), unnamed (-225678), unnamed (-224528), unnamed (-208953), unnamed (-193078), unnamed (-192353)
CARMIL2	unnamed (-59069), unnamed (-51119)
CARNMT1	unnamed (+1644)
CARS	unnamed (+18112), unnamed (+26062), unnamed (+48412)
CARS2	unnamed (+46232)
CARTPT	unnamed (-85113), unnamed (-71713)
CASC4	unnamed (+19069), unnamed (+20619), unnamed (+30469)
CASKIN1	unnamed (+33925)
CASP2	unnamed (-4740), unnamed (+7235), unnamed (+8060), unnamed (+10385), unnamed (+13360), unnamed (+20160)
CASP3	unnamed (+118550)
CASP5	unnamed (+143)
CASP6	unnamed (-5502), unnamed (+114623)
CATIP	unnamed (-28406)
CAV3	unnamed (-74800)
CBFA2T2	unnamed (+48435)
CBL	unnamed (+31124)
CBLB	unnamed (-399507), unnamed (-385957), unnamed (+65643), unnamed (+480793), unnamed (+482943), unnamed (+498393)
CBLN2	unnamed (+358239), unnamed (+363164), unnamed (+364364), unnamed (+383589), unnamed (+452664), unnamed (+452889), unnamed (+453314), unnamed (+454514), unnamed (+455439)
CBLN3	unnamed (-3050), unnamed (+775)
CBR4	unnamed (-205317), unnamed (-204442), unnamed (-200767), unnamed (-179817), unnamed (+14333)
CBWD2	unnamed (-47616), unnamed (-31841)
CBX1	unnamed (+46173)
CBX4	unnamed (-157846), unnamed (-103296), unnamed (-91171)
CBX5	unnamed (+21452), unnamed (+65102)
CC2D1A	unnamed (+15249)
CC2D2A	unnamed (-59015), unnamed (-57190), unnamed (-55690), unnamed (-53090), unnamed (+183110), unnamed (+183710)
CCAR2	unnamed (-19407), unnamed (+31268), unnamed (+38618)
CCDC102A	unnamed (-2501), unnamed (-1076), unnamed (+2774), unnamed (+7099), unnamed (+7749), unnamed (+12699)
CCDC102B	unnamed (-76530)
CCDC107	unnamed (+1436)
CCDC115	unnamed (-6276)
CCDC12	unnamed (-72990), unnamed (-34215)
CCDC125	unnamed (-24584), unnamed (+59116)
CCDC134	unnamed (+25171)
CCDC14	unnamed (+7258)
CCDC141	unnamed (-131666)
CCDC148	unnamed (-347), unnamed (+265353)
CCDC150	unnamed (+156668)
CCDC154	unnamed (-9936), unnamed (-6236)
CCDC167	unnamed (-57728), unnamed (-55428), unnamed (-53478), unnamed (-51678), unnamed (-50628), unnamed (-48953), unnamed (-47453), unnamed (-46903), unnamed (-46203), unnamed (-45553), unnamed (-44603), unnamed (+12822), unnamed (+14622), unnamed (+19647), unnamed (+47922)
CCDC17	unnamed (-21518), unnamed (+16932)
CCDC170	unnamed (-29705), unnamed (-11755)
CCDC187	unnamed (+24551)
CCDC25	unnamed (+21509)
CCDC3	unnamed (+291172), unnamed (+407222)
CCDC38	unnamed (+73849)
CCDC42	unnamed (+36)
CCDC50	unnamed (-74735)
CCDC57	unnamed (+105213)
CCDC6	unnamed (-328194), unnamed (-229144), unnamed (+32581), unnamed (+54106), unnamed (+85081)
CCDC62	unnamed (-7727), unnamed (+38948), unnamed (+46498)
CCDC8	unnamed (+60009)
CCDC80	unnamed (+60119), unnamed (+61119)
CCDC88B	unnamed (-16923), unnamed (-4973), unnamed (+3352)
CCDC88C	unnamed (+73627), unnamed (+79402), unnamed (+81027), unnamed (+82752)
CCDC91	unnamed (+32729), unnamed (+270404), unnamed (+912929)
CCDC93	unnamed (+7858), unnamed (+12008), unnamed (+61108), unnamed (+64458)
CCDC97	unnamed (-28689)
CCK	unnamed (+73732), unnamed (+117507), unnamed (+139532)
CCKAR	unnamed (+56862)
CCL17	unnamed (-23467)
CCL22	unnamed (-33597)
CCL25	unnamed (-2600), unnamed (-250)
CCL28	unnamed (+14741)
CCNB1IP1	unnamed (+5112)
CCNB2	unnamed (-52878), unnamed (-51128), unnamed (-49653), unnamed (-48003), unnamed (-45428), unnamed (-42453)
CCND1	unnamed (-561862), unnamed (-554037), unnamed (-346562), unnamed (-344837)
CCNDBP1	unnamed (-46907), unnamed (-40957)
CCNE2	unnamed (-49447), unnamed (-39147), unnamed (+18978)
CCNG2	unnamed (-64101)
CCNI	unnamed (-17045), unnamed (+13055), unnamed (+22605), unnamed (+34880)
CCNJ	unnamed (-79433), unnamed (-55633), unnamed (-54933)
CCNY	unnamed (-186099), unnamed (+38226), unnamed (+43226), unnamed (+158101), unnamed (+218576)
CCR1	unnamed (+21521)
CCR5	unnamed (+13446)
CCR6	unnamed (-103069), unnamed (-72919)
CCRL2	unnamed (-23258)
CCT8	unnamed (+8922), unnamed (+20447)
CD164	unnamed (+2419), unnamed (+2994)
CD1A	unnamed (+30213)
CD1B	unnamed (+20856)
CD1C	unnamed (-5436), unnamed (-1786), unnamed (-161), unnamed (+814), unnamed (+20889)
CD1D	unnamed (-16847)
CD200R1	unnamed (+2172)
CD200R1L	unnamed (-127000)
CD22	unnamed (-33562), unnamed (+4813), unnamed (+9988), unnamed (+13188), unnamed (+15538)
CD226	unnamed (-240079), unnamed (-238654), unnamed (-237529), unnamed (-234779), unnamed (-203154), unnamed (-133104), unnamed (-132379), unnamed (-97904), unnamed (-73579), unnamed (-50254), unnamed (-48804), unnamed (-23954), unnamed (-2179)
CD24	unnamed (+238664)
CD244	unnamed (+25710)
CD247	unnamed (+85888), unnamed (+129038), unnamed (+175688), unnamed (+185288), unnamed (+190413), unnamed (+270238)
CD248	unnamed (+3344)
CD2AP	unnamed (-117214), unnamed (-38239)
CD302	unnamed (-93133), unnamed (-34083), unnamed (+43792)
CD320	unnamed (+48905), unnamed (+64280), unnamed (+89780), unnamed (+92480), unnamed (+93430), unnamed (+94480)
CD34	unnamed (-125973)
CD38	unnamed (-21753), unnamed (-11928), unnamed (-653), unnamed (+1447), unnamed (+10497), unnamed (+10872), unnamed (+16847), unnamed (+20197), unnamed (+20997), unnamed (+22047), unnamed (+23822), unnamed (+32097), unnamed (+55172)
CD3D	unnamed (+22044)
CD3E	unnamed (+16155)
CD44	unnamed (-124831), unnamed (-49206), unnamed (+195119)
CD47	unnamed (+371214), unnamed (+372139), unnamed (+374139), unnamed (+439764)
CD48	unnamed (-20769), unnamed (+47006)
CD5	unnamed (+30655)
CD52	unnamed (-16532)
CD53	unnamed (-86954), unnamed (-4104)
CD55	unnamed (+108218)
CD5L	unnamed (-1777)
CD79B	unnamed (-21689)
CD80	unnamed (-3698), unnamed (+1377), unnamed (+3327), unnamed (+3527), unnamed (+4477), unnamed (+17677), unnamed (+20627), unnamed (+33427), unnamed (+42652), unnamed (+51202)
CD81	unnamed (+12556)
CD82	unnamed (+20384)
CD83	unnamed (+123234)
CD84	unnamed (-53721)
CD8A	unnamed (+60946)
CD9	unnamed (+24910)
CD96	unnamed (+4932), unnamed (+5407), unnamed (+48432), unnamed (+51907)
CDC23	unnamed (+25293)
CDC25A	unnamed (+7481)
CDC26	unnamed (+42364)
CDC27	unnamed (+7151), unnamed (+18601), unnamed (+26151), unnamed (+31626)
CDC42BPA	unnamed (+353474)
CDC42EP2	unnamed (-33693), unnamed (-32068), unnamed (-25693)
CDC42EP3	unnamed (+296191), unnamed (+322816)
CDC42SE2	unnamed (+160350), unnamed (+162000), unnamed (+186700), unnamed (+198775), unnamed (+240700), unnamed (+242150), unnamed (+245925), unnamed (+251375), unnamed (+263175), unnamed (+286450), unnamed (+331575), unnamed (+358675), unnamed (+369850)
CDC5L	unnamed (+42825), unnamed (+64875)
CDC7	unnamed (+7067)
CDCA2	unnamed (+25103), unnamed (+25703), unnamed (+48653)
CDCA3	unnamed (+4866)
CDCA7	unnamed (-277861), unnamed (-235586), unnamed (-90461), unnamed (-89736), unnamed (+789), unnamed (+588064)
CDH1	unnamed (+19400), unnamed (+20200)
CDH13	unnamed (+149560)
CDH17	unnamed (+88837)
CDH20	unnamed (+27343)
CDH26	unnamed (-9652), unnamed (+100398)
CDHR3	unnamed (+86436), unnamed (+114311), unnamed (+142261)
CDK1	unnamed (-125729), unnamed (-48554), unnamed (-46954)
CDK13	unnamed (-277487), unnamed (-204612)
CDK14	unnamed (-27047), unnamed (+3753), unnamed (+4303), unnamed (+59053)
CDK17	unnamed (-4140), unnamed (+2435), unnamed (+12510), unnamed (+52810), unnamed (+74435), unnamed (+101610), unnamed (+103235), unnamed (+105385), unnamed (+117610), unnamed (+119935), unnamed (+125660), unnamed (+126285), unnamed (+127885), unnamed (+129185), unnamed (+131210), unnamed (+133635), unnamed (+135360), unnamed (+139835), unnamed (+141760), unnamed (+142910), unnamed (+144235), unnamed (+145635), unnamed (+149760), unnamed (+150735), unnamed (+155185), unnamed (+155810), unnamed (+156135), unnamed (+160610), unnamed (+164160), unnamed (+165585), unnamed (+175435), unnamed (+185410), unnamed (+186835), unnamed (+187810), unnamed (+188360), unnamed (+189885), unnamed (+192135), unnamed (+195135), unnamed (+201185), unnamed (+202510), unnamed (+203385)
CDK19	unnamed (-1734), unnamed (+101141), unnamed (+254716)
CDK20	unnamed (-298), unnamed (+702)
CDK3	unnamed (-1038)
CDK5	unnamed (-15270)
CDK5R1	unnamed (+4131), unnamed (+70256), unnamed (+72981), unnamed (+343331), unnamed (+349131)
CDK5RAP1	unnamed (-10689), unnamed (-9139), unnamed (-6289), unnamed (-3539), unnamed (+24186)
CDK5RAP2	unnamed (+14283), unnamed (+89183), unnamed (+141408), unnamed (+184108), unnamed (+818108), unnamed (+843233)
CDK6	unnamed (-3208), unnamed (+1367), unnamed (+3367), unnamed (+10967), unnamed (+13192), unnamed (+20217), unnamed (+47942), unnamed (+64992), unnamed (+78767), unnamed (+84092), unnamed (+100567), unnamed (+102867), unnamed (+113367), unnamed (+114892), unnamed (+150492), unnamed (+150942), unnamed (+154942), unnamed (+159167), unnamed (+165167), unnamed (+191667), unnamed (+198567), unnamed (+211817)
