# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
AAED1	unnamed (+8306)
ZCCHC10	unnamed (-3480)
ZCCHC11	unnamed (-34668)
ZCCHC7	unnamed (+293427)
ZDHHC14	unnamed (+434092)
ZDHHC19	unnamed (+117045)
ZDHHC8	unnamed (+2277)
ZEB1	unnamed (+608178)
ZEB2	unnamed (+6670)
ZFAND2B	unnamed (-19093)
ZFAND3	unnamed (+445126)
ZFP36L1	unnamed (+282215), unnamed (+282940), unnamed (+284215), unnamed (+289215), unnamed (+291940), unnamed (+319890), unnamed (+432715), unnamed (+434090)
ZFP36L2	unnamed (+50209)
ZFP64	unnamed (+11511), unnamed (+18261), unnamed (+19936), unnamed (+22361), unnamed (+23561)
ZFP90	unnamed (-813)
ZFPM1	unnamed (+5408), unnamed (+7508), unnamed (+10958), unnamed (+12608), unnamed (+14958), unnamed (+17008)
ZHX3	unnamed (+158078), unnamed (+159928)
ZMAT3	unnamed (+395279)
ZMIZ1	unnamed (-769985)
ZMIZ2	unnamed (-133031), unnamed (-120181), unnamed (+37869), unnamed (+38869)
ZMPSTE24	unnamed (+53993)
ZMYM4	unnamed (+174033)
ZMYND11	unnamed (+189806)
ZMYND8	unnamed (-110703), unnamed (-110303), unnamed (-63153), unnamed (-53353), unnamed (-51378), unnamed (-40828)
ZNF101	unnamed (-2554), unnamed (+1221)
ZNF14	unnamed (-84878), unnamed (-84228), unnamed (+63022)
ZNF148	unnamed (-141221)
ZNF175	unnamed (+34952)
ZNF184	unnamed (-301357), unnamed (-284757), unnamed (-283957)
ZNF200	unnamed (+18917)
ZNF236	unnamed (+97668), unnamed (+155218), unnamed (+283418), unnamed (+284693)
ZNF266	unnamed (-10655), unnamed (-10205), unnamed (-9605)
ZNF354A	unnamed (+57552), unnamed (+93502)
ZNF410	unnamed (-24396)
ZNF506	unnamed (+3734), unnamed (+4384)
ZNF517	unnamed (+5574)
ZNF518B	unnamed (-225865), unnamed (-224465), unnamed (-217365), unnamed (-217015), unnamed (-216390), unnamed (-211265), unnamed (-210340), unnamed (-209065), unnamed (-207340), unnamed (-201215), unnamed (-183565), unnamed (-171440), unnamed (-169940), unnamed (-167790), unnamed (-161865), unnamed (-156190), unnamed (-151490), unnamed (-144490), unnamed (-143890), unnamed (-141390), unnamed (-130440)
ZNF519	unnamed (+193530)
ZNF560	unnamed (+67207), unnamed (+67657), unnamed (+68257)
ZNF589	unnamed (+27875)
ZNF624	unnamed (-315972)
ZNF626	unnamed (-3257)
ZNF675	unnamed (+146652), unnamed (+271052), unnamed (+271577), unnamed (+271902), unnamed (+277552), unnamed (+278777)
ZNF681	unnamed (-64984)
ZNF7	unnamed (-23109)
ZNF713	unnamed (+16250)
ZNF726	unnamed (-91015)
ZNF747	unnamed (-17146)
ZNF764	unnamed (+6113)
ZNF778	unnamed (+187122), unnamed (+214097), unnamed (+225072), unnamed (+227297), unnamed (+229122), unnamed (+257397), unnamed (+258247), unnamed (+260972), unnamed (+263222), unnamed (+265197), unnamed (+267122), unnamed (+267847), unnamed (+268947)
ZNF80	unnamed (+5501), unnamed (+14851), unnamed (+15876), unnamed (+18526), unnamed (+20351)
ZNF831	unnamed (+7269), unnamed (+21369), unnamed (+24269), unnamed (+28294), unnamed (+29519), unnamed (+35919), unnamed (+53819), unnamed (+54544), unnamed (+55669)
ZNF91	unnamed (-144990), unnamed (-20590), unnamed (-20065), unnamed (-19740), unnamed (-14090), unnamed (-12865)
ZNF92	unnamed (+134976)
ZSWIM5	unnamed (+153656)
ZSWIM6	unnamed (-54848)

