# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5803), unnamed (+8528)
ARHGEF10L	unnamed (-23260), unnamed (-8910), unnamed (-4960), unnamed (-1610), unnamed (+1915), unnamed (+11340), unnamed (+25615), unnamed (+29690), unnamed (+41515), unnamed (+88915), unnamed (+91365), unnamed (+94465), unnamed (+119240), unnamed (+158665), unnamed (+160665)
ARHGEF12	unnamed (+34347)
ARHGEF16	unnamed (-211676), unnamed (+56299)
ARHGEF17	unnamed (+42586)
ARHGEF18	unnamed (-21038), unnamed (-19213), unnamed (-13113), unnamed (+36512), unnamed (+38087)
ARHGEF28	unnamed (+449542), unnamed (+566842), unnamed (+573142), unnamed (+575117), unnamed (+576142), unnamed (+700442), unnamed (+764942), unnamed (+767167), unnamed (+769117), unnamed (+776792), unnamed (+961492)
ARHGEF3	unnamed (+91858), unnamed (+92983), unnamed (+108033), unnamed (+109808), unnamed (+120808), unnamed (+150758), unnamed (+153958), unnamed (+193133), unnamed (+200483), unnamed (+201533), unnamed (+216083), unnamed (+217158), unnamed (+267458), unnamed (+284758), unnamed (+286383), unnamed (+304883), unnamed (+307383), unnamed (+308058), unnamed (+309658), unnamed (+312858), unnamed (+314383), unnamed (+316633), unnamed (+318133), unnamed (+331358), unnamed (+334858), unnamed (+344233), unnamed (+345408), unnamed (+346758), unnamed (+348258), unnamed (+390133)
ARHGEF33	unnamed (+103320)
ARHGEF38	unnamed (+142278)
ARHGEF7	unnamed (-69177)
ARID1A	unnamed (-117883)
ARID1B	unnamed (-904199), unnamed (-802374), unnamed (-750499), unnamed (-749324), unnamed (-747274), unnamed (-746749), unnamed (-666449), unnamed (-623149), unnamed (-533899), unnamed (-527249), unnamed (-525149), unnamed (-522824), unnamed (-519299), unnamed (-517199), unnamed (-466424), unnamed (-462124), unnamed (-460424), unnamed (-436024), unnamed (-430824), unnamed (-425324), unnamed (-417024), unnamed (-409499), unnamed (-406799), unnamed (-405999), unnamed (-403549), unnamed (-402149), unnamed (-399799), unnamed (-399349), unnamed (-396074), unnamed (-394549), unnamed (-392649), unnamed (-390149), unnamed (-388824), unnamed (-369524), unnamed (-355974), unnamed (-311824), unnamed (-267699), unnamed (-221599), unnamed (-219024), unnamed (-213949), unnamed (-213699), unnamed (-211574), unnamed (-174824), unnamed (-70124), unnamed (+369026)
ARID3A	unnamed (+10413), unnamed (+36188)
ARIH2OS	unnamed (-47815)
ARL15	unnamed (-127677), unnamed (-95227), unnamed (-91002), unnamed (-77552), unnamed (+130898), unnamed (+134623)
ARL3	unnamed (+55582)
ARL4C	unnamed (-86675), unnamed (+17825), unnamed (+43925), unnamed (+165250), unnamed (+195725), unnamed (+196075)
ARL4D	unnamed (-86559), unnamed (-22509), unnamed (+59716)
ARL5A	unnamed (-221912)
ARL5C	unnamed (-7465)
ARL8A	unnamed (-4159)
ARL8B	unnamed (-117545), unnamed (-101170), unnamed (-91470)
ARMC12	unnamed (-3132)
ARMC2	unnamed (-126872), unnamed (+17453), unnamed (+22128), unnamed (+106378), unnamed (+108003), unnamed (+119503), unnamed (+156228)
ARMC7	unnamed (-19912), unnamed (-17637), unnamed (-13787), unnamed (-11487), unnamed (-10687), unnamed (-8462), unnamed (-1862), unnamed (+9938), unnamed (+13388)
ARMS2	unnamed (-51953), unnamed (-47403)
ARNT	unnamed (+36793), unnamed (+40543)
ARNT2	unnamed (+39799), unnamed (+102774), unnamed (+105574)
ARPC1B	unnamed (+22245)
ARPIN	unnamed (-79219)
ARRB1	unnamed (+74430), unnamed (+77180), unnamed (+85305)
ARRDC2	unnamed (+30307), unnamed (+42457)
ARSA	unnamed (-104953), unnamed (-97153), unnamed (-95228), unnamed (-37903)
ARSJ	unnamed (+147326)
ARTN	unnamed (-149520), unnamed (-132970), unnamed (-94770), unnamed (-79270)
ARVCF	unnamed (+53758)
ASAH2	unnamed (-362515)
ASAP1	unnamed (+409660)
ASB13	unnamed (+113378)
ASB16	unnamed (-956), unnamed (+994)
ASCC1	unnamed (-50450)
ASCL1	unnamed (+354764)
ASF1A	unnamed (-176845), unnamed (-149645), unnamed (-125920), unnamed (-98270), unnamed (-31745), unnamed (-20145), unnamed (-19395), unnamed (-9170)
ASH1L	unnamed (+120357), unnamed (+127607)
ASH2L	unnamed (-53042)
ASIP	unnamed (-3694), unnamed (+16106), unnamed (+44831), unnamed (+53006), unnamed (+55006), unnamed (+68806)
ASNS	unnamed (+24392)
ASPRV1	unnamed (-112035), unnamed (-47635), unnamed (-39985), unnamed (-27785), unnamed (-14210), unnamed (-13335), unnamed (-2535)
ASTL	unnamed (+6736), unnamed (+17086)
ASXL1	unnamed (-17252), unnamed (+39348), unnamed (+92748), unnamed (+118673), unnamed (+134348), unnamed (+148073), unnamed (+149373), unnamed (+153948), unnamed (+155423), unnamed (+161998)
ASXL2	unnamed (-198791), unnamed (+34784), unnamed (+38459), unnamed (+55434), unnamed (+60934), unnamed (+94759), unnamed (+96409)
ATAD2B	unnamed (+400839), unnamed (+437064), unnamed (+437664), unnamed (+439689), unnamed (+462564), unnamed (+490364), unnamed (+491664), unnamed (+513089), unnamed (+525014), unnamed (+525989), unnamed (+535689), unnamed (+536289)
ATF1	unnamed (-110317), unnamed (-40817), unnamed (-40467), unnamed (+9908), unnamed (+14058), unnamed (+60333)
ATF2	unnamed (+26656)
ATF3	unnamed (-135495), unnamed (-125595), unnamed (-119720)
ATF5	unnamed (-41968), unnamed (-13268)
ATF7IP	unnamed (-116414), unnamed (-96314), unnamed (-8014), unnamed (+134411)
ATF7IP2	unnamed (-45255)
ATG10	unnamed (-64800), unnamed (-60900)
ATG14	unnamed (+57133)
ATG16L1	unnamed (-120446), unnamed (-99421), unnamed (-81846), unnamed (-71646)
ATG16L2	unnamed (+24567)
ATG2A	unnamed (+17048)
ATG4B	unnamed (+12713), unnamed (+27938)
ATG5	unnamed (+63016), unnamed (+156591)
ATG9B	unnamed (+12999)
ATL2	unnamed (+32912), unnamed (+115637), unnamed (+247487)
ATL3	unnamed (+49962), unnamed (+50562)
ATN1	unnamed (+6112), unnamed (+7237)
ATOH7	unnamed (-66797), unnamed (-65747), unnamed (-52247)
ATOH8	unnamed (+74756), unnamed (+85856), unnamed (+92306), unnamed (+104406), unnamed (+105931), unnamed (+114556), unnamed (+114906), unnamed (+117456), unnamed (+118531), unnamed (+129131)
ATOX1	unnamed (-58843)
ATP10B	unnamed (-339063), unnamed (-282963), unnamed (-264488), unnamed (-189563), unnamed (-174513)
ATP11A	unnamed (-36154), unnamed (-15929), unnamed (-3954), unnamed (-3054), unnamed (-2304), unnamed (+13696), unnamed (+19846), unnamed (+22696), unnamed (+25521), unnamed (+52971), unnamed (+73721), unnamed (+80271), unnamed (+83896), unnamed (+138296), unnamed (+151871)
ATP13A3	unnamed (-146186), unnamed (-73186)
ATP1A1	unnamed (-140267), unnamed (-116492), unnamed (-87292), unnamed (-85517), unnamed (-60892), unnamed (-49467), unnamed (-44442), unnamed (-42467), unnamed (+35608)
ATP1A4	unnamed (+15155)
ATP1B1	unnamed (-18722), unnamed (-10097), unnamed (+53253), unnamed (+97328)
ATP1B3	unnamed (-87664), unnamed (-81364), unnamed (-22489), unnamed (-12889), unnamed (+14036), unnamed (+57361)
ATP2A1	unnamed (+17845), unnamed (+23245), unnamed (+30795), unnamed (+38695)
ATP2A3	unnamed (-136559), unnamed (-134984), unnamed (-113159), unnamed (-68534), unnamed (+28766)
ATP2B1	unnamed (-416219), unnamed (-144369), unnamed (-28444)
ATP2B2	unnamed (+3134), unnamed (+33109)
ATP2B4	unnamed (-125761), unnamed (-121361), unnamed (-119236), unnamed (-114736), unnamed (-110561), unnamed (-107936), unnamed (-105361), unnamed (-97861), unnamed (-96711), unnamed (-80236), unnamed (-72036), unnamed (-68261), unnamed (-65161), unnamed (-57636), unnamed (-56461), unnamed (-37136), unnamed (-33536), unnamed (-19861), unnamed (-16936), unnamed (-1561), unnamed (+5039), unnamed (+9614), unnamed (+11314), unnamed (+13314), unnamed (+16614), unnamed (+17489), unnamed (+18414), unnamed (+21289), unnamed (+25764), unnamed (+27439), unnamed (+28239), unnamed (+35189), unnamed (+38839), unnamed (+41114), unnamed (+45239), unnamed (+46439), unnamed (+48464), unnamed (+55239), unnamed (+56964), unnamed (+66414), unnamed (+69789), unnamed (+71164)
ATP4B	unnamed (+4011), unnamed (+4686), unnamed (+43161)
ATP5G1	unnamed (-13917)
ATP5G2	unnamed (-33600)
ATP5J	unnamed (-245942)
ATP5S	unnamed (+64784)
ATP6AP1L	unnamed (+756338)
ATP6V0A1	unnamed (-29180), unnamed (+25620)
ATP6V0A2	unnamed (+41757)
ATP6V0C	unnamed (-8045)
ATP6V0E1	unnamed (+33968), unnamed (+38343), unnamed (+41668)
ATP6V0E2	unnamed (+426857)
ATP6V1C1	unnamed (-104863), unnamed (-101013), unnamed (-95863), unnamed (-94663), unnamed (-86788), unnamed (-65038), unnamed (-58288), unnamed (+54587), unnamed (+84362), unnamed (+88162)
ATP6V1G1	unnamed (+15829)
ATP6V1H	unnamed (-2063), unnamed (+5537), unnamed (+112262)
ATP7B	unnamed (+55919), unnamed (+65394), unnamed (+69044), unnamed (+89869), unnamed (+97569), unnamed (+98419), unnamed (+99994), unnamed (+104394)
ATP8B1	unnamed (+55182), unnamed (+70832), unnamed (+73082), unnamed (+77757), unnamed (+90207)
ATP8B2	unnamed (+37975), unnamed (+39075), unnamed (+46125)
ATP9A	unnamed (+157259), unnamed (+187784), unnamed (+202334)
ATP9B	unnamed (-5769), unnamed (+86806), unnamed (+103556), unnamed (+105531), unnamed (+318081)
ATRN	unnamed (-37140), unnamed (-36290)
ATRNL1	unnamed (-71550)
ATXN1	unnamed (+12956), unnamed (+17181), unnamed (+20731), unnamed (+21681), unnamed (+27381), unnamed (+31556), unnamed (+32831), unnamed (+35031), unnamed (+36631), unnamed (+39431), unnamed (+41556), unnamed (+43981), unnamed (+52656), unnamed (+54831), unnamed (+57731), unnamed (+72056), unnamed (+86756), unnamed (+87731), unnamed (+104356), unnamed (+106056), unnamed (+108331), unnamed (+110356), unnamed (+115356), unnamed (+116306), unnamed (+124706), unnamed (+125781), unnamed (+134656), unnamed (+241931), unnamed (+269531), unnamed (+270531), unnamed (+274731), unnamed (+295806), unnamed (+320956), unnamed (+323381), unnamed (+325931), unnamed (+333206), unnamed (+334006), unnamed (+335456), unnamed (+344281), unnamed (+350381), unnamed (+418631), unnamed (+421456), unnamed (+463081), unnamed (+493456)
ATXN10	unnamed (+84276), unnamed (+163151), unnamed (+192001), unnamed (+192951), unnamed (+256401)
ATXN2	unnamed (-36149), unnamed (+38551), unnamed (+105326), unnamed (+144276)
ATXN7	unnamed (+48126), unnamed (+82751), unnamed (+83876), unnamed (+94676)
ATXN7L1	unnamed (+253054), unnamed (+277154)
AUH	unnamed (+148813), unnamed (+150138), unnamed (+152088), unnamed (+271888), unnamed (+272213), unnamed (+395238)
AURKA	unnamed (+29255)
AURKB	unnamed (-24643)
AURKC	unnamed (+1237)
AVIL	unnamed (-1079), unnamed (+446)
AVL9	unnamed (+93761), unnamed (+280611)
AVPI1	unnamed (+8248), unnamed (+36973)
AVPR1B	unnamed (-19070), unnamed (-17470), unnamed (+12055), unnamed (+12480), unnamed (+13105), unnamed (+24080), unnamed (+30880), unnamed (+41205), unnamed (+55280)
AXIN1	unnamed (+24059), unnamed (+42209), unnamed (+44984)
AXIN2	unnamed (-149228)
AXL	unnamed (+1697)
AZIN1	unnamed (-98038), unnamed (-91288), unnamed (-69538), unnamed (-61663), unnamed (-60463), unnamed (-55313), unnamed (-51463), unnamed (+79062), unnamed (+79837), unnamed (+80612), unnamed (+83187), unnamed (+83987), unnamed (+94512), unnamed (+95612), unnamed (+124362), unnamed (+151237), unnamed (+152187), unnamed (+154412)
AZU1	unnamed (+1814)
B3GALNT2	unnamed (-127669), unnamed (+79831)
B3GALT2	unnamed (-30646)
B3GAT2	unnamed (+232588)
B3GAT3	unnamed (-13450), unnamed (-11850)
B3GNT2	unnamed (-265838), unnamed (+126412)
B3GNT3	unnamed (-24360), unnamed (-14710), unnamed (-2335)
B3GNT5	unnamed (+60581)
B3GNTL1	unnamed (+189885)
B4GALNT2	unnamed (+31258)
B4GALNT3	unnamed (+47936), unnamed (+49761)
B4GALNT4	unnamed (-10529)
B4GALT1	unnamed (-61519), unnamed (-23519), unnamed (-19344), unnamed (-10594), unnamed (-5144), unnamed (-2919), unnamed (+53431), unnamed (+53931), unnamed (+81456)
B4GALT5	unnamed (-63072), unnamed (-61997), unnamed (+138778)
B4GALT7	unnamed (+10475), unnamed (+74525), unnamed (+365975)
B9D1	unnamed (+48663)
BAALC	unnamed (-65060), unnamed (-35285), unnamed (-31485)
BABAM2	unnamed (-111979)
BACE2	unnamed (+6999), unnamed (+7799), unnamed (+11024), unnamed (+20424), unnamed (+40849), unnamed (+87324), unnamed (+142449)
BACH1	unnamed (+137159), unnamed (+150934), unnamed (+351709)
BACH2	unnamed (-188233), unnamed (-104633), unnamed (+306817), unnamed (+327692), unnamed (+330092), unnamed (+336042), unnamed (+336742)
BAG2	unnamed (+42149)
BAG3	unnamed (+11705), unnamed (+13680), unnamed (+14205), unnamed (+30180), unnamed (+32080), unnamed (+39705), unnamed (+43305), unnamed (+44330), unnamed (+46105), unnamed (+60680), unnamed (+62155), unnamed (+63880), unnamed (+67155), unnamed (+69655)
BAHCC1	unnamed (+98525)
BAIAP2	unnamed (+15588), unnamed (+60113), unnamed (+60813), unnamed (+117788), unnamed (+118963)
BAIAP2L2	unnamed (-62380)
BAIAP3	unnamed (-4704), unnamed (+2696), unnamed (+5121), unnamed (+10146)
BAK1	unnamed (+11517), unnamed (+12467), unnamed (+64892), unnamed (+67117)
BAMBI	unnamed (-48592)
BANF2	unnamed (+69778), unnamed (+77853), unnamed (+101803), unnamed (+103578), unnamed (+188153)
BANK1	unnamed (-234632)
BANP	unnamed (+16532), unnamed (+116332), unnamed (+178807), unnamed (+288607), unnamed (+289832), unnamed (+320482)
BAP1	unnamed (+24825), unnamed (+35075), unnamed (+91475)
BARD1	unnamed (-93871), unnamed (+92354), unnamed (+135404), unnamed (+235629), unnamed (+317329), unnamed (+359379)
BARHL1	unnamed (-110835), unnamed (-99760), unnamed (+2990), unnamed (+19640), unnamed (+20865), unnamed (+21915)
BARX2	unnamed (+327535)
BATF	unnamed (-66975)
BAZ1A	unnamed (-6778)
BAZ2B	unnamed (+67167)
BBC3	unnamed (+30791), unnamed (+42316), unnamed (+44491), unnamed (+55091), unnamed (+71841), unnamed (+72966), unnamed (+77216), unnamed (+83066)
BBS12	unnamed (+64573), unnamed (+65473)
BBS2	unnamed (-31817), unnamed (-22442)
BBS5	unnamed (-85903)
BBX	unnamed (+265899), unnamed (+266949), unnamed (+268824), unnamed (+310824), unnamed (+388549), unnamed (+446599), unnamed (+447549), unnamed (+465174)
BCAR3	unnamed (+118675), unnamed (+148875), unnamed (+174575), unnamed (+213400), unnamed (+246800), unnamed (+247850)
BCAS1	unnamed (+371869), unnamed (+372294), unnamed (+373744), unnamed (+405419), unnamed (+406644), unnamed (+430219), unnamed (+469619)
BCAS4	unnamed (+35206), unnamed (+57481)
BCDIN3D	unnamed (-52246), unnamed (-49521)
BCL11A	unnamed (+91073), unnamed (+135823), unnamed (+164698), unnamed (+230548), unnamed (+231573), unnamed (+318948), unnamed (+324423), unnamed (+325448), unnamed (+677923)
BCL2	unnamed (+23028), unnamed (+38428), unnamed (+49353), unnamed (+50778), unnamed (+56828), unnamed (+59803), unnamed (+61378), unnamed (+63603), unnamed (+67353), unnamed (+71253), unnamed (+72403), unnamed (+75953), unnamed (+80903), unnamed (+82603), unnamed (+105153), unnamed (+107653), unnamed (+117553), unnamed (+125353), unnamed (+129478), unnamed (+147578), unnamed (+150428), unnamed (+151853), unnamed (+153628), unnamed (+173078), unnamed (+186903)
BCL2L11	unnamed (-286504), unnamed (-285879), unnamed (-276004), unnamed (-274779), unnamed (-272454), unnamed (-216354), unnamed (-151304), unnamed (-115404), unnamed (-103904), unnamed (-91179), unnamed (-79004), unnamed (-74804), unnamed (+291246), unnamed (+598721)
BCL2L14	unnamed (-410639), unnamed (-410114), unnamed (-358114), unnamed (-354364), unnamed (-353389), unnamed (-352414), unnamed (-314664), unnamed (-298014), unnamed (-295164), unnamed (-293889), unnamed (-286639), unnamed (-255314), unnamed (-253464), unnamed (-251789), unnamed (-243664), unnamed (-241639), unnamed (-193414), unnamed (-192714), unnamed (-173689), unnamed (-167714), unnamed (-142764), unnamed (-23439)
BCL3	unnamed (-10897), unnamed (+12403), unnamed (+13753)
BCL6	unnamed (-444148), unnamed (-348123), unnamed (-307248), unnamed (-306073)
BCL7C	unnamed (+91077), unnamed (+91377)
BCL9	unnamed (+85463), unnamed (+100363)
BCLAF1	unnamed (-222074), unnamed (-220424), unnamed (-87874)
BCO1	unnamed (+63052), unnamed (+68477), unnamed (+70927)
BCR	unnamed (-22635), unnamed (+85165), unnamed (+92140), unnamed (+209515)
BDH1	unnamed (-116088), unnamed (-102713), unnamed (-101963), unnamed (+249012)
BDP1	unnamed (+15185)
BEAN1	unnamed (+58203), unnamed (+64378), unnamed (+103803)
BEGAIN	unnamed (+97795), unnamed (+131145)
BEND3	unnamed (+1132), unnamed (+10457), unnamed (+16357), unnamed (+32007)
BEST4	unnamed (+8105)
BET1	unnamed (-343275), unnamed (-342325), unnamed (-150625)
BFAR	unnamed (+12310), unnamed (+13460), unnamed (+18460)
BFSP1	unnamed (+24594)
BFSP2	unnamed (-122395), unnamed (-118395), unnamed (+123205)
BHLHA9	unnamed (-80259), unnamed (-78509), unnamed (-76359), unnamed (-74384), unnamed (-64984), unnamed (-60284), unnamed (-46684), unnamed (-39059), unnamed (-30284), unnamed (-11834), unnamed (+2741)
BHLHE23	unnamed (-190065), unnamed (-174165)
BHLHE40	unnamed (-286241), unnamed (-237266), unnamed (-157141), unnamed (-50741), unnamed (-12341), unnamed (+25559), unnamed (+41934), unnamed (+51634)
BICD1	unnamed (-305404), unnamed (-304604), unnamed (-301329), unnamed (-285179), unnamed (-118354), unnamed (-107729), unnamed (-74904), unnamed (+34696)
BICD2	unnamed (-35913), unnamed (-20388), unnamed (+8412), unnamed (+9087)
BICDL1	unnamed (+115131), unnamed (+115781)
BICRA	unnamed (+6729), unnamed (+54504), unnamed (+79529)
BIK	unnamed (-6748)
BIN1	unnamed (+55305), unnamed (+129280), unnamed (+132280), unnamed (+170530), unnamed (+204955)
BIN3	unnamed (+40295)
BIRC7	unnamed (+15317)
BLID	unnamed (-521710), unnamed (-521185), unnamed (-517685), unnamed (+493490)
BLM	unnamed (+106223), unnamed (+106598)
BLNK	unnamed (+63390)
BLOC1S3	unnamed (+41155), unnamed (+42855)
BLOC1S5-TXNDC5	unnamed (+58639), unnamed (+89964)
BMF	unnamed (+22799), unnamed (+48349), unnamed (+48924), unnamed (+57499)
BMP1	unnamed (+48164)
BMP10	unnamed (+45642), unnamed (+46317), unnamed (+47092), unnamed (+48892), unnamed (+53592)
BMP4	unnamed (+406961), unnamed (+571511), unnamed (+578536), unnamed (+600911), unnamed (+742286), unnamed (+765986)
BMP6	unnamed (-89197), unnamed (+55453), unnamed (+56053)
BMP8A	unnamed (-398646)
BMP8B	unnamed (-55789), unnamed (-53639), unnamed (+2861)
BMPR1A	unnamed (-22975), unnamed (+73650), unnamed (+89925), unnamed (+180100)
BMPR1B	unnamed (+473096)
BMPR2	unnamed (-78261), unnamed (+4689), unnamed (+6614), unnamed (+9789), unnamed (+11314), unnamed (+14539), unnamed (+23064), unnamed (+32314), unnamed (+33364), unnamed (+46264), unnamed (+48214), unnamed (+50589), unnamed (+206314), unnamed (+215089), unnamed (+216839), unnamed (+218364), unnamed (+220014), unnamed (+224764)
BNIP3L	unnamed (+56827), unnamed (+59577), unnamed (+68227), unnamed (+69327), unnamed (+79752), unnamed (+105527)
BOC	unnamed (-88003), unnamed (+40922), unnamed (+43697), unnamed (+46022)
BOD1	unnamed (-237465), unnamed (-192265), unnamed (-155890), unnamed (-131865), unnamed (-86015), unnamed (-85015), unnamed (-79590), unnamed (-78765), unnamed (-77615), unnamed (-76690), unnamed (-75390), unnamed (-69240), unnamed (-68615), unnamed (-66665), unnamed (-62490), unnamed (-56390), unnamed (-54990), unnamed (-43490), unnamed (-25415)
BORCS5	unnamed (+39179), unnamed (+105354), unnamed (+109254), unnamed (+111329), unnamed (+145554), unnamed (+146079)
BPGM	unnamed (+123769), unnamed (+124969)
BPHL	unnamed (-3067)
BRAP	unnamed (+50161)
BRCA2	unnamed (+34301)
BRD1	unnamed (+46554), unnamed (+52379), unnamed (+204904)
BRD3	unnamed (+63017)
BRD4	unnamed (-72374), unnamed (-57249), unnamed (+8001), unnamed (+12751), unnamed (+13701), unnamed (+14551), unnamed (+24451)
BRD7	unnamed (+44454)
BRF2	unnamed (-20546), unnamed (+4179)
BRK1	unnamed (-19017)
BSN	unnamed (-29714), unnamed (-25039)
BSPRY	unnamed (+2859)
BTAF1	unnamed (+235331)
BTBD16	unnamed (+38594)
BTBD2	unnamed (-15676), unnamed (+6349), unnamed (+8149), unnamed (+14374), unnamed (+59349)
BTBD9	unnamed (-60926), unnamed (-45226), unnamed (-40676), unnamed (+98149), unnamed (+143049), unnamed (+330749), unnamed (+372849), unnamed (+374349), unnamed (+375849), unnamed (+457124), unnamed (+484549), unnamed (+488224), unnamed (+769324)
BTG1	unnamed (-242378), unnamed (-149928)
BTG2	unnamed (-68186), unnamed (-42511), unnamed (-41086), unnamed (+23939), unnamed (+24264), unnamed (+29814), unnamed (+35614), unnamed (+36214), unnamed (+41389)
BTLA	unnamed (+45636), unnamed (+46761), unnamed (+51161), unnamed (+60586), unnamed (+61386), unnamed (+64636), unnamed (+67436), unnamed (+70636), unnamed (+77711), unnamed (+120486), unnamed (+122811), unnamed (+123836), unnamed (+126511), unnamed (+127736), unnamed (+131861), unnamed (+136411), unnamed (+142336), unnamed (+154611), unnamed (+156911)
BTNL3	unnamed (-87295)
BTNL8	unnamed (+2445)
BTRC	unnamed (+204087), unnamed (+204812), unnamed (+207187)
BUB1B	unnamed (+37899)
BUB3	unnamed (+47998), unnamed (+50523), unnamed (+51223), unnamed (+86298), unnamed (+204923)
