A.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr1_186111300_186111600	0	0	0	0	0	0	300	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	300	0	0	0	0	0	150	0	0	0	300	0	0	75	0	300	0	0	300	0	0	0	0	0	0	0	0
chr1_198493500_198493850	0	0	0	0	0	200	0	0	200	0	0	0	0	0	0	275	350	0	0	0	0	0	150	350	0	350	150	0	0	0	0	0	0	350	0	150	0	0	350	0	0	350	0	0	0	0	0	0	0	0
chr1_198502800_198503100	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	150	0	0	75	75	0	0	75	0
chr1_202295450_202295850	0	0	0	0	0	0	0	150	100	0	0	0	150	0	0	0	0	0	0	0	0	0	300	375	0	0	0	0	0	0	0	0	0	400	0	0	0	0	375	0	75	375	0	175	0	0	0	0	0	0
chr1_210331550_210332000	0	450	450	125	0	0	0	0	450	0	0	0	0	400	0	0	0	0	0	0	0	0	0	450	125	0	0	0	0	0	0	450	0	450	0	50	0	0	450	0	450	425	0	0	0	275	0	0	0	0
chr1_210441150_210441450	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	150	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	300	0	0	0	300	0	0	0	0
chr1_210814950_210815250	0	0	225	0	150	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	300	0	0	0	0	300	300	0	300	300	0	0	0	0	0	0	0
chr1_211885800_211886200	0	0	250	0	400	0	0	0	0	0	175	0	225	400	0	0	250	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	375	0	0	0	0	400	0	0	400	0	0	0	0	0	0	0	0
chr1_223707350_223707850	0	0	0	0	0	0	100	325	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	475	0	0	0	0	475	0	0	400	0	0	0	0	0	0	0	0
chr1_223721150_223721500	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	350	0	325	0	0	0	0	0	0	0	0	0	350	0	0	0	0	350	250	0	325	175	0	0	0	0	0	0	0
chr1_231091950_231092250	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	300	0	0	0	0	0	0	300	0	0	300	0	150	0	0	300	0	0	300	0	0	0	0	0	0	0	0
chr1_233600200_233600550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	350	0	0	0	0	0	0	0	350	0	350	0	0	0	0	350	0	0	275	0	0	0	0	0	125	0	0
chr1_243731600_243731900	0	0	200	0	0	0	0	0	0	0	0	275	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	125	0	0	0	0	0	300	0	0	0	0	275	0	300	300	0	0	0	0	0	0	0	0
chr1_243739250_243739700	0	0	200	200	0	0	0	0	0	0	0	450	0	275	0	0	0	0	0	0	0	0	0	450	0	0	0	350	0	0	0	0	0	425	0	0	0	0	425	0	0	450	0	0	0	0	350	0	425	0
chr1_245303750_245304050	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	275	0	0	0	0	0	0	0	0
chr1_245697900_245698200	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	150	0	0	150	0	0	0	0	0	300	150	0	150	0	75	0	0	300	0	0	0	0	0	0	0	0
chr1_245977700_245978100	0	0	300	0	0	0	0	0	175	0	0	0	0	0	0	0	75	0	0	0	0	0	0	375	0	225	0	0	0	0	0	0	0	400	0	0	0	0	375	0	0	225	0	0	0	0	0	0	0	0
chr10_138650_138750	100	0	0	100	100	100	100	100	100	100	100	100	0	0	0	0	75	0	100	0	100	0	0	100	0	0	0	100	100	0	0	0	0	100	0	0	0	100	100	75	100	75	0	0	0	0	0	0	0	0
chr10_395300_396100	0	0	100	0	175	0	450	0	0	800	25	175	25	0	0	0	100	0	0	175	700	0	0	800	0	0	0	0	400	25	0	25	0	800	0	0	0	800	175	0	0	775	0	800	550	0	0	0	0	0
chr10_540300_541700	725	450	50	525	1400	0	800	0	0	1325	725	425	1025	0	350	0	75	0	0	1100	500	0	0	1400	0	125	0	500	650	275	0	0	200	1400	0	0	0	1400	1400	0	0	1400	1400	575	0	0	0	0	0	0
chr10_542500_542650	150	0	0	0	150	0	150	0	0	50	50	50	0	0	0	125	0	0	0	50	150	0	0	150	0	0	0	125	50	50	0	0	0	150	0	0	0	125	150	0	0	150	150	0	0	0	0	0	0	0
chr10_624350_624750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	400	0	0	400	400	300	0	400	0	0	0	0	0	0	0	0
chr10_625200_625800	0	0	0	0	0	0	450	0	0	0	0	0	150	0	0	225	0	0	0	0	375	300	0	0	0	0	0	0	0	0	0	0	0	600	600	0	225	600	600	0	0	600	0	225	0	0	0	0	0	0
chr10_817350_817650	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	0	300	0	300	300	300	300	300	300	0	0	75	0	0	0	0	0	0	300	0	0	0	300	300	75	300	300	300	300	0	0	0	0	0	0
chr10_1174450_1174800	150	0	0	0	0	150	150	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0
chr10_1358400_1358600	0	0	200	75	200	0	0	0	0	0	0	200	200	200	200	125	200	200	200	0	125	0	0	200	0	200	200	50	200	200	200	0	0	200	200	0	125	200	200	200	200	200	0	0	50	0	0	0	0	0
chr10_1506650_1507050	0	0	0	0	0	0	400	0	0	150	0	225	300	300	0	0	400	0	0	0	250	0	0	0	250	0	0	0	0	0	100	0	0	375	0	400	25	400	400	0	0	400	0	0	0	0	0	0	0	0
chr10_1629050_1629500	0	0	0	0	0	50	0	0	0	0	0	50	125	200	175	0	0	0	200	0	125	0	0	450	0	0	175	425	275	0	425	0	0	450	275	0	0	450	450	275	0	425	200	0	0	0	0	0	0	0
chr10_1653900_1655550	0	0	225	0	0	300	0	450	0	1275	1050	600	1275	1425	1500	1650	1650	1275	1575	300	0	0	300	1650	0	0	1650	1650	1650	1350	1650	0	0	1650	1650	0	0	1650	1650	1650	1200	1650	0	0	0	0	0	0	0	0
chr10_1660250_1661100	0	0	375	0	0	0	0	0	0	0	0	0	0	850	850	850	850	850	0	0	0	0	0	850	0	0	850	850	850	850	850	0	0	850	850	0	300	850	850	850	0	825	0	0	225	0	0	0	0	0
chr10_1663950_1664250	0	0	0	300	0	0	300	300	0	0	225	0	0	300	300	300	300	0	150	0	0	300	0	300	0	0	300	300	300	300	300	0	0	300	300	0	225	300	300	300	0	300	0	0	0	0	0	0	0	0
chr10_1705700_1706150	0	0	0	0	200	0	0	0	0	0	0	275	450	450	450	450	450	450	0	0	25	0	0	450	0	0	450	450	450	450	450	0	0	425	450	0	125	450	425	450	0	450	0	0	50	0	0	0	0	0
chr10_1707600_1707900	300	300	0	300	75	0	225	0	75	0	0	0	0	300	150	300	300	0	0	0	0	0	0	300	0	0	300	75	300	300	300	0	0	300	300	0	0	300	300	300	0	300	0	300	0	0	0	0	0	0
chr10_3199200_3199550	0	0	0	0	0	0	350	0	0	350	350	350	350	350	0	350	50	0	125	0	0	0	0	350	0	0	50	50	350	275	0	0	125	350	200	0	200	350	350	350	0	350	0	350	0	0	0	0	0	0
chr10_3199900_3200200	100	0	0	0	0	100	300	0	300	0	0	275	200	275	0	300	300	0	125	0	0	0	0	275	0	0	50	50	300	50	0	0	125	300	0	0	50	275	275	200	0	300	0	300	0	0	0	0	0	0
chr10_3209850_3209950	0	0	100	100	100	100	100	75	0	100	100	100	100	0	0	75	0	0	0	0	0	0	0	100	0	0	0	0	100	0	0	0	75	100	0	0	0	100	75	0	0	100	0	100	0	0	0	0	0	0
chr10_4012700_4013250	0	0	75	0	0	0	0	0	0	550	550	550	550	0	0	550	0	175	550	225	0	25	150	550	0	0	0	0	0	0	0	0	0	550	300	0	0	550	525	450	550	550	0	375	0	0	0	0	400	0
chr10_4242550_4243000	0	0	450	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	0	0	50	200	350	425	0	0	0	0	125	350	350	0	425	0	50	0	425	425	0	0	0	0	0	0	0	0	0	125	0
chr10_4270200_4270600	0	0	0	0	0	0	0	0	0	0	0	400	0	325	0	0	0	75	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	375	0	0	0	375	0	0	400	375	0	0	0	0	0	0	0	0
chr10_7044800_7045500	0	0	300	0	0	0	475	0	0	0	0	0	0	700	700	700	675	375	0	0	700	0	0	700	0	0	700	675	700	675	700	0	0	700	700	0	0	700	675	700	700	700	0	400	0	75	0	0	0	150
chr10_7183950_7184150	0	200	200	200	200	0	0	0	0	0	0	200	0	200	200	200	200	200	0	0	0	0	0	200	0	0	200	200	200	200	200	0	0	200	200	0	0	200	200	200	200	200	0	200	0	0	0	0	0	0
chr10_7186450_7186500	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	50	0	0	0	0	0	50	0	0	50	50	50	0	0	0	0	50	50	0	0	50	50	50	0	50	0	50	0	50	0	0	0	50
chr10_7621800_7622200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	400	0	0	0	300	0	0	0	375	0	0	0	0	0	0	0	0
chr10_10855350_10855750	0	0	0	0	0	225	375	0	0	375	225	225	225	400	225	300	375	0	0	0	225	0	0	375	0	0	300	150	375	300	300	0	75	400	150	0	0	400	400	225	0	400	0	0	0	0	0	0	0	0
chr10_11106450_11107800	0	450	600	600	450	750	1200	450	0	825	0	600	750	0	0	300	450	450	0	0	0	0	0	1275	0	0	0	600	0	0	0	0	750	1350	0	0	0	1350	1350	0	0	1050	0	0	0	0	675	0	0	0
chr10_11155600_11155950	0	0	0	0	150	0	0	50	0	350	0	350	350	350	350	350	275	350	0	0	350	0	350	350	0	0	350	350	350	275	350	0	0	350	350	0	0	350	350	350	350	350	0	0	0	0	0	0	0	0
chr10_11284950_11285500	550	550	550	550	550	550	550	550	550	550	550	550	550	0	400	550	0	0	550	175	400	0	400	550	0	0	0	0	0	0	0	0	0	550	0	0	0	550	550	0	550	525	0	550	0	0	0	0	0	0
chr10_11378450_11378750	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0
chr10_11385150_11385400	0	0	250	225	250	250	75	0	250	250	250	250	250	0	0	150	0	0	0	0	0	25	0	225	0	0	250	0	250	0	0	0	0	250	150	0	0	250	250	0	225	250	0	225	0	0	0	0	0	0
chr10_11402350_11402600	0	0	0	0	0	0	0	0	0	0	0	0	0	250	250	250	250	250	0	0	0	0	0	250	0	0	250	250	250	250	250	0	50	250	250	0	0	250	250	250	0	250	0	250	0	0	0	0	0	0
chr10_11405700_11407100	0	50	0	0	0	1025	0	0	675	0	0	0	0	1400	1400	1400	425	1175	0	0	0	0	0	1400	0	0	300	450	1400	1400	300	0	75	1400	1400	0	75	1400	1400	150	0	1400	0	0	0	0	0	0	0	125
chr10_11408950_11409650	0	0	0	0	50	0	0	650	200	700	0	0	0	700	575	700	125	650	125	0	0	125	0	700	0	0	700	700	700	650	700	0	200	700	700	0	0	700	700	500	0	700	0	125	0	50	0	50	125	0
chr10_12262350_12262700	225	0	0	0	350	0	350	0	350	0	0	200	0	350	350	350	350	350	0	0	0	125	0	350	0	50	350	350	350	350	350	0	0	350	350	0	0	350	350	350	0	350	0	0	0	0	0	0	0	0
chr10_12268100_12268850	325	0	0	250	0	100	25	750	200	200	0	0	0	750	350	725	750	500	200	0	0	0	0	750	0	0	750	750	750	575	350	0	0	750	650	0	0	750	725	750	50	750	0	0	0	0	0	0	0	0
chr10_12269500_12269850	350	0	0	75	350	0	350	225	350	50	0	0	0	350	350	350	350	350	350	0	350	350	50	350	0	0	350	350	350	350	350	0	0	350	350	0	0	350	350	350	0	350	0	125	0	0	0	0	0	0
chr10_12272100_12272550	450	0	450	375	450	300	450	75	225	0	0	75	0	450	375	450	450	450	0	0	0	0	0	450	0	0	450	450	450	450	450	0	0	450	450	0	0	450	450	450	0	450	0	0	0	0	0	0	0	0
chr10_12274250_12275050	700	0	0	0	400	0	450	0	175	0	0	0	0	550	0	0	800	800	0	0	0	0	0	750	0	0	0	775	0	700	0	0	0	800	0	0	0	775	800	775	0	800	0	0	0	0	0	0	0	0
chr10_12277100_12277250	150	125	150	150	150	150	150	125	0	0	0	0	0	50	150	150	50	0	0	0	0	0	0	150	0	0	150	150	150	0	0	0	0	150	125	0	0	150	125	150	0	150	0	0	0	0	0	0	0	0
chr10_12362700_12363050	200	50	0	350	0	350	0	350	350	0	0	0	0	350	350	350	200	200	0	0	0	0	0	350	0	0	350	350	350	350	350	0	0	350	350	0	0	350	350	350	0	350	0	350	0	0	0	0	0	0
chr10_12372450_12372750	300	300	300	75	0	300	150	300	300	0	0	300	225	0	300	300	300	300	0	0	0	0	0	300	0	0	300	300	300	300	225	0	0	300	300	0	0	300	300	300	0	300	0	0	0	0	0	0	0	0
chr10_12387450_12387650	50	200	200	50	50	200	0	200	0	0	0	0	0	200	125	200	200	200	0	0	125	0	0	200	0	125	200	200	200	200	200	0	125	200	200	0	0	200	200	200	0	200	0	50	0	0	0	0	0	0
chr10_12394650_12395100	375	0	0	150	0	450	0	450	450	0	0	0	0	0	450	450	0	225	0	0	0	0	0	450	0	0	450	450	450	450	450	0	0	450	450	0	0	450	450	450	225	450	0	0	0	0	0	0	0	0
chr10_12397350_12397750	0	0	325	400	400	150	0	375	225	375	0	325	0	100	400	400	400	150	375	0	0	0	0	400	0	0	400	400	400	400	0	0	0	400	400	0	0	400	375	400	0	400	0	0	0	0	0	0	0	0
chr10_12416250_12416550	75	0	0	0	0	150	0	150	75	0	0	0	150	300	300	300	300	300	300	0	0	225	0	300	0	0	300	300	300	300	300	0	0	300	300	0	0	300	300	300	300	300	0	0	0	0	0	0	0	0
chr10_12416950_12417600	125	0	225	0	0	350	75	125	0	125	0	0	125	650	650	650	650	200	0	0	0	125	0	650	0	0	650	650	650	650	575	0	0	650	650	0	0	650	650	650	0	650	0	0	0	0	0	0	0	0
chr10_12422500_12422700	0	50	0	0	0	200	0	200	200	50	0	125	0	200	200	200	200	200	0	0	0	50	0	200	0	0	200	200	200	200	200	0	0	200	200	0	0	200	200	200	50	200	0	0	0	0	0	0	0	0
chr10_12432500_12433400	50	0	0	25	125	725	125	800	875	750	400	625	700	600	900	900	600	200	0	0	0	300	0	900	0	0	900	900	900	125	900	0	0	900	875	0	0	900	875	900	275	900	0	0	0	0	0	0	0	0
chr10_12436300_12436900	0	325	0	0	25	600	25	100	600	425	0	0	600	0	100	350	0	0	0	200	0	0	0	600	0	0	350	175	600	600	425	0	0	600	600	0	0	600	575	0	500	575	250	0	0	0	0	0	0	0
chr10_12449950_12450100	125	125	125	0	50	0	0	150	0	50	0	150	0	150	150	150	100	125	125	0	125	0	0	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	150	0	125	0	0	0	0	0	0	0	0
chr10_12451500_12451950	0	0	150	0	0	225	0	225	450	0	450	0	0	450	450	450	450	450	0	0	0	0	0	450	0	0	450	450	450	300	450	0	0	450	450	0	0	450	450	450	0	450	0	0	0	0	0	0	0	0
chr10_12467400_12467800	0	0	400	225	0	75	0	150	25	0	225	400	0	400	400	400	400	400	0	0	0	400	0	400	0	0	400	400	400	400	225	0	0	400	150	0	0	400	400	400	0	375	0	0	0	0	0	0	0	0
chr10_12469150_12469600	50	0	0	450	275	275	0	200	0	0	0	100	0	450	450	450	200	450	450	0	0	0	50	450	0	0	450	450	450	450	450	0	0	450	450	0	0	450	425	450	0	450	0	0	0	0	0	0	0	0
chr10_12470100_12470700	0	0	450	225	0	300	0	225	300	0	0	150	0	600	600	600	600	600	150	0	0	0	0	600	0	0	600	600	600	600	600	0	0	600	600	0	0	600	600	600	0	600	0	0	0	0	0	0	0	0
chr10_12479000_12479300	300	0	300	0	300	125	300	300	300	0	0	300	0	125	300	50	300	300	0	0	0	0	0	100	0	0	300	200	300	300	275	0	0	300	300	0	0	275	300	300	0	300	0	300	0	0	0	0	0	0
chr10_12480900_12481050	0	150	150	150	0	150	0	0	0	75	0	150	75	0	150	150	0	150	75	0	0	0	0	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	150	0	150	0	0	0	0	0	0	0	0
chr10_12492200_12492600	400	325	0	0	400	400	150	400	400	0	0	0	0	75	400	400	150	400	0	0	0	0	0	400	0	0	300	400	400	300	400	0	0	400	150	0	0	400	375	400	0	400	0	0	0	0	0	0	0	0
chr10_12497900_12498850	0	0	400	0	675	300	0	925	0	550	325	600	0	950	250	950	100	475	0	0	0	400	0	950	0	0	950	950	950	950	925	0	0	950	950	0	0	950	900	950	0	175	0	0	0	0	0	0	0	0
chr10_12499200_12499550	0	125	0	350	350	50	0	0	0	0	350	0	200	0	350	350	0	350	0	0	0	0	350	350	0	0	350	350	350	350	275	0	0	350	350	0	0	350	350	350	50	350	0	0	0	0	0	0	0	0
chr10_12503400_12503700	75	300	300	0	300	225	300	0	75	75	0	75	150	0	75	225	0	300	0	0	0	0	0	300	0	0	300	0	300	300	225	0	0	300	300	0	0	300	300	300	0	300	0	0	0	0	0	0	0	0
chr10_12507000_12507400	0	400	400	0	25	0	0	25	300	400	0	0	0	400	400	400	0	400	0	400	400	100	0	375	0	0	400	400	400	400	400	0	0	400	400	0	0	400	400	400	0	400	0	0	0	0	0	0	0	0
chr10_12508450_12508800	0	350	350	350	50	0	0	0	225	350	350	350	75	350	350	350	150	350	0	0	0	0	0	350	0	0	350	350	350	350	350	0	0	350	350	0	0	350	350	350	125	350	0	0	0	0	0	0	0	0
chr10_12511800_12512100	0	150	0	150	0	150	0	0	75	0	0	0	225	0	0	225	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	300	300	300	0	0	0	0	0	0	0	0	0	0
chr10_12516250_12516450	200	200	50	0	125	125	125	200	200	125	0	0	50	200	200	200	0	200	0	0	0	0	0	200	0	0	200	200	200	200	0	0	0	200	200	0	0	200	200	200	0	200	0	0	0	0	0	0	0	0
chr10_12534600_12534800	125	0	200	200	0	200	0	200	200	125	0	0	125	200	200	200	200	0	0	0	0	0	0	200	0	0	200	200	200	200	125	0	0	200	200	0	0	200	200	200	0	200	0	0	0	0	0	0	0	0
chr10_12535650_12535900	0	25	250	150	250	0	0	0	0	0	0	0	75	225	0	250	250	75	75	75	0	75	0	250	0	0	250	250	250	250	250	0	0	250	250	0	0	250	225	250	0	250	0	0	0	0	0	0	0	0
chr10_12555000_12555350	0	50	125	350	350	350	0	0	0	125	0	200	0	350	200	350	0	0	0	50	0	0	0	350	0	0	0	0	0	350	50	0	0	350	200	0	0	350	350	350	0	350	0	0	0	0	0	0	0	0
chr10_12558350_12558750	0	400	400	400	400	250	0	400	400	0	300	0	0	0	225	400	400	0	225	0	0	0	0	400	0	0	225	400	375	400	0	0	0	400	300	0	0	400	375	400	0	400	0	0	0	0	0	0	0	0
chr10_12598450_12598750	0	50	0	200	300	0	0	275	0	0	0	0	0	0	0	0	250	0	0	0	0	300	0	50	0	0	0	0	0	0	0	0	0	300	0	200	0	300	250	0	0	275	0	0	0	0	0	0	0	0
chr10_12619050_12619550	0	0	125	0	0	0	0	0	0	0	0	200	300	500	350	500	75	500	0	0	0	0	0	500	0	0	500	500	500	500	500	0	425	500	500	0	0	500	500	500	0	500	0	0	0	0	0	50	0	0
chr10_12740150_12740250	0	0	75	0	0	100	100	0	100	0	0	100	100	100	100	100	100	100	100	0	0	0	0	75	0	0	100	100	100	100	100	0	0	100	100	0	0	100	100	100	0	100	0	100	0	0	0	0	0	0
chr10_13808400_13808850	0	0	225	0	150	0	450	0	0	0	450	0	450	450	450	225	450	0	0	450	0	0	0	450	0	0	300	0	450	450	0	0	0	450	0	0	0	450	450	450	0	450	0	0	0	0	75	0	0	0
chr10_13809600_13809900	0	0	75	0	0	0	0	0	0	0	300	0	300	300	300	0	300	300	0	0	0	300	0	300	0	0	0	0	300	300	225	0	0	300	0	0	0	300	300	300	0	300	0	300	75	0	75	0	150	0
chr10_13988200_13988400	0	0	200	0	200	0	0	0	0	0	200	0	0	0	0	0	200	0	0	200	0	0	200	200	0	200	0	0	200	200	0	0	200	200	0	0	200	200	200	200	200	200	0	200	200	200	200	200	200	200
chr10_13997150_13997250	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	100	0	100	0	0	75	0	0	0	100	100	0	0	100	100	100	100	0	75	0	0	100	100	100	100	100	100
chr10_14089950_14090150	0	0	0	0	200	50	200	0	0	0	0	0	125	0	0	0	125	0	0	0	0	0	0	200	0	0	0	0	0	125	0	0	0	200	0	0	0	200	200	0	0	0	0	125	0	0	0	0	0	0
chr10_14090250_14090650	400	0	0	0	400	300	400	0	0	0	300	0	400	300	325	400	400	250	0	0	0	0	0	400	0	0	0	0	300	400	0	0	0	375	0	0	0	400	400	400	0	400	0	400	0	0	0	0	0	0
