A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr1_35745150_35745450	0	0	150	0	75	0	75	0	0	0	75	225	0	0	0	0	0	0	0	75	0	0	0	0	0	300	300	0	0	0	0	0	300	300	300	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr1_35745700_35745900	75	0	200	0	50	0	0	0	0	0	50	0	0	200	0	0	0	0	0	200	0	0	0	0	0	200	200	0	0	0	0	0	200	200	125	200	0	0	0	0	200	0	200	0	200	200	200	200	200	200
chr1_35747200_35747600	350	0	0	275	125	0	200	0	275	0	0	275	0	0	0	0	0	50	0	0	0	0	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	400	400	400	400	400	400
chr1_35751150_35751600	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	450	0	450	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	450	450	450	450	450	450
chr1_35752950_35753500	0	0	325	150	0	0	0	0	250	0	0	300	0	525	0	0	0	0	0	0	0	100	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	525	0	0	0	550	550	550	550	550	550
chr1_35761350_35762100	0	0	0	0	0	0	0	0	0	0	0	600	0	0	675	0	0	0	75	0	0	150	0	0	0	750	750	0	0	0	0	0	750	750	525	750	0	0	0	0	750	0	150	0	750	750	750	750	750	750
chr1_37691700_37692000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr1_39105200_39105450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	175	0	0	150	0	250	250	0	0	0	0	0	0	250	0	250	0	0	0	250	0	225	250	250	250	0	0	0	0	0	0
chr1_39901350_39901700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	50	350	350	0	0	0	0	0	0	350	0	0	125	0	0	0	0	0	0
chr1_39901900_39902200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	0	125	0	125	275	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0
chr1_40621850_40622250	0	0	0	0	0	150	0	175	0	75	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	375	0	0	0	0	100	0	400	0	400	0	0	0	0	400	400	0	300	0	0	0	0	0	0	0
chr1_40791000_40791400	0	0	0	0	0	0	0	0	0	375	0	0	0	250	0	400	0	0	0	0	0	325	0	0	0	400	0	0	0	0	0	400	375	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr1_43979500_43979850	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	150	0	0	50	0	275	0	0	350	0	0	0	0	0	0	350	0	0	125	0	0	200	0	350	200	0	125	0	0	0	0	0	0
chr1_44009600_44010300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	625	0	0	700	0	0	0	0	0	150	700	0	0	0	0	0	525	0	675	0	0	600	0	0	0	0	0	0
chr1_44019750_44020200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	225	0	0	450	0	0	0	0	0	150	450	300	0	0	0	0	75	0	450	0	0	0	0	0	0	0	0	0
chr1_44021100_44021550	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	450	0	450	0	0	450	0	0	0	0	0	375	450	0	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0
chr1_44023550_44023950	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	400	225	300	0	0	0	0	0	400	0	150	0	0	0	0	0	0	0
chr1_44742650_44743050	0	0	0	0	375	0	150	0	400	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	400	0	0	0	0	75	400	400	0	400	0	0	0	0	375	75	0	0	400	225	400	400	400	400
chr1_44743800_44744300	275	50	0	225	0	0	125	0	0	0	0	0	0	0	200	0	0	0	0	0	0	150	0	0	0	500	500	0	0	0	0	0	500	500	500	500	0	0	0	0	500	0	125	0	500	500	500	500	500	500
chr1_44748700_44749050	350	300	0	0	275	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	350	350	0	0	0	0	0	350	350	125	350	0	0	0	0	350	0	0	0	350	350	350	350	350	350
chr1_44750950_44751400	175	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	275	0	0	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	425	0	0	0	450	425	450	450	450	450
chr1_44826500_44827050	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	550	0	0	0	0	0	525	525	0	0	0	0	0	75	0	525	0	0	225	0	0	0	0	0	0
chr1_45493200_45493650	0	225	0	0	0	0	75	0	0	0	0	0	0	0	0	0	225	0	0	0	0	150	0	0	150	450	0	0	0	0	0	0	450	0	0	150	0	0	150	0	450	450	0	75	0	0	0	0	0	0
chr1_46053150_46054000	0	0	0	0	175	0	0	0	0	0	0	0	0	325	675	0	0	0	300	150	0	300	0	175	0	850	0	0	0	0	0	0	850	0	0	0	0	0	0	0	825	0	0	0	0	225	0	225	0	375
chr1_46054350_46054650	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	150	0	0	0	0
chr1_46061450_46061850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	100	0	0	0	400	0	150	0	375	0	0	0	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	0	0	0	300	0	0
chr1_46163450_46163850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr1_46255150_46255450	100	0	300	50	0	0	300	0	0	0	0	200	200	300	300	0	250	0	0	0	0	0	0	0	0	275	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr1_46274200_46274700	500	0	0	500	0	350	0	0	0	0	75	0	0	0	0	0	225	0	0	0	500	125	200	0	0	500	500	75	0	0	0	0	500	500	0	500	0	0	0	0	500	0	0	0	500	500	500	500	500	500
chr1_46275250_46275850	0	0	0	0	50	0	200	0	0	0	275	0	200	0	350	0	0	125	0	0	0	600	0	0	0	600	600	0	0	0	25	0	600	600	0	600	0	0	0	0	575	0	0	0	600	600	600	600	600	600
chr1_46466550_46466950	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	400	375	0	0	0	0	0	0	0	375	400	400	0	0	0	0	0	0	0
chr1_47295850_47296500	0	75	0	150	0	0	0	75	0	0	0	575	0	375	0	50	0	0	350	0	225	0	50	0	0	650	650	0	0	0	125	0	650	650	0	650	0	0	0	0	650	0	600	0	650	650	650	650	650	650
chr1_50973500_50974950	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	675	0	0	0	0	1425	1450	0	0	0	0	0	1450	1450	0	1450	0	0	0	0	1450	0	0	0	1450	1450	1450	1450	1450	1450
chr1_51523950_51524250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	300	300	0	0	0	0	0	300	300	300	300	150	0	0	300	300	0	0	0	300	300	300	300	300	300
chr1_51524750_51525050	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	250	0	0	0	0	0	0	0	300	0	275	300	0	0	0	0	0	300	300	125	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr1_64744900_64745350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	125	450	0	450	0	450	425	0	450	0	0	0	0	450	350	175	0	0	0	450	0	450	450	450	450	0	0	0	0	0	0
chr1_68478750_68479350	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	525	0	0	0	0	0	0	0	600	600	0	0	0	0	0	600	600	450	600	0	0	0	0	600	0	0	0	600	600	600	600	600	600
chr1_68480850_68481450	0	0	0	0	0	0	0	0	0	0	525	375	375	0	0	0	0	0	75	0	0	0	0	0	0	600	600	0	0	0	450	0	600	600	0	600	0	0	0	0	600	0	0	0	600	600	600	600	600	600
chr1_84581250_84581850	0	0	225	375	0	0	75	0	0	0	0	300	0	0	150	375	0	0	0	0	0	600	300	0	0	600	0	0	0	0	0	0	600	75	0	0	0	0	150	600	600	600	375	0	0	150	0	0	0	0
chr1_91531950_91532800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	300	0	0	0	450	0	525	550	0	825	850	0	0	0	0	0	850	850	0	850	300	0	0	0	850	0	0	0	850	300	0	300	225	175
chr1_91707650_91708050	400	400	400	400	400	400	0	400	400	400	400	400	400	0	0	0	300	0	0	300	400	400	400	400	0	375	300	0	0	0	250	250	400	0	400	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0
chr1_92473100_92474250	0	0	0	0	300	0	25	0	0	0	0	0	0	0	0	525	0	525	0	0	0	1125	175	0	0	1150	1150	0	0	0	0	0	1150	1150	0	1150	0	0	0	0	1125	0	0	0	1150	1150	1125	1150	1150	1150
chr1_92474750_92475050	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	200	275	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	275	50	0	0	300	300	300	300	300	300
chr1_108911600_108912000	0	400	250	400	0	0	0	400	150	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	375	400	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	400	400	0	400	400	400
chr1_109910850_109911150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	300	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	300	0	300	0	0	300	0	0	0	0	0	0
chr1_110602500_110602950	0	0	0	450	0	0	0	0	0	225	300	375	300	0	0	0	0	0	0	0	0	450	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr1_110603550_110604100	400	0	0	325	0	0	0	0	175	550	550	75	0	0	0	0	0	0	0	0	0	325	0	0	0	550	0	0	0	0	0	0	550	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr1_110606900_110607250	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	350	0	0	0	0	0	0	325	0	0	0	0	0	0	0	325	0	0	250	0	0	0	0	0	0
chr1_110611200_110611600	400	0	0	400	400	400	0	250	25	300	225	225	0	0	225	0	0	0	0	0	400	300	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr1_110615000_110615550	550	175	400	550	400	175	0	0	0	325	150	175	0	0	0	0	0	0	0	0	100	0	0	0	0	525	0	0	0	0	0	0	550	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr1_110616500_110618550	2050	525	0	525	0	0	0	0	450	1125	1875	675	0	175	0	0	0	600	0	600	975	975	0	0	0	2050	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	2025	0	0	0	0	0	0	0	0	0
chr1_111515450_111515850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	225	0	0	0	0	0	0	0	0
chr1_113136500_113140000	0	0	450	450	0	0	375	0	0	825	0	700	0	375	0	450	0	375	375	0	0	975	0	450	0	3475	0	0	0	0	450	600	3500	0	0	0	0	0	0	1075	3475	0	0	0	0	0	0	0	0	0
chr1_114600500_114601150	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	625	0	0	0	375	0	0	650	0	0	0	0	0	0	0	625	400	0	0	0	0	0	0	0	0
chr1_115679100_115679650	0	0	0	225	0	0	0	0	0	375	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	550	325	0	0	0	0	0	550	475	0	550	0	0	0	0	525	0	0	0	0	0	0	0	0	0
chr1_117047600_117049300	0	0	0	0	0	0	0	0	0	325	0	625	0	0	0	325	0	0	0	0	0	0	0	0	0	1675	1700	0	0	0	0	0	1700	1700	0	1700	0	0	0	0	1650	0	0	0	1300	1000	550	1150	1375	700
chr1_117646750_117647350	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	600	0	0	0	0	0	600	0	0	0	600	0	200	0	0	0	0	600	0	0	0	0	0	0	0	575	0	275	50	0	0	0	0	0	0
chr1_117669600_117670000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	25	0	100	0	0	0	400	325	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	400	0	0	0	0	0	0
chr1_117679050_117679600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	475	0	100	0	0	0	525	0	0	0	0	525	0	550	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
chr1_117709100_117709450	25	0	0	0	0	175	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	250	0	0	0	325	0	0	0	0	0	350	350	0	0	0	175	0	0	0	325	0	325	0	0	0	0	0	0	0
chr1_119622750_119623750	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	550	0	0	975	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	1000	250	0	0	0	0	0	0	0	0
chr1_119744050_119744350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	300	125	0	0	0	0	300	300	0	300	0	0	0	200	275	0	0	0	300	0	0	0	0	0
chr1_145858700_145859050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	250	0	350	175	0	325	0	0	0	0	0	0	350	350	0	0	0	0	350	350	300	175	250	25	0	0	0	0	0	0
chr1_151849500_151849800	0	0	0	75	150	0	300	0	150	225	0	75	0	0	0	0	150	0	0	0	0	150	0	225	0	300	0	0	0	0	75	0	300	0	0	225	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr1_154419800_154420200	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	75	0	0	0	400	0	0	0	0	0	175	400	0	0	0	0	0	325	0	375	0	0	0	0	0	0	0	0	0
chr1_154440700_154441200	500	0	0	0	0	0	500	0	0	0	0	125	0	0	0	0	0	0	0	0	500	0	500	0	0	500	0	0	0	0	0	0	500	0	0	50	0	0	500	0	500	0	0	0	0	0	0	0	0	0
chr1_154441350_154441650	150	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	225	0	0	75	0	300	300	0	300	0	0	0	0	0	0	300	0	0	300	0	0	300	0	300	0	300	0	0	0	0	0	0	0
chr1_154442100_154442550	75	0	0	225	75	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	300	0	225	450	0	0	0	0	0	0	450	450	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0
chr1_154706100_154707600	0	0	1500	0	75	0	0	0	0	300	0	825	75	0	0	0	0	0	300	900	225	0	0	0	0	1500	900	0	0	0	0	0	1500	1500	0	1500	0	0	0	0	1500	0	0	0	1500	300	0	1500	1500	1275
chr1_154710550_154710850	0	0	300	50	0	50	0	0	0	50	0	0	100	0	0	0	0	0	0	50	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	275	0	0	0	300	0	100	300	300	25
chr1_154715050_154717800	150	0	2300	300	0	75	0	225	0	900	0	0	975	0	0	300	0	75	0	675	0	0	0	675	0	2750	2750	0	0	0	0	0	2750	2750	0	2750	0	0	0	0	2750	0	0	0	2750	450	350	300	2750	1725
chr1_154718200_154718250	0	0	50	50	50	0	0	50	0	0	0	0	50	50	0	0	0	50	0	0	0	0	0	50	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	50	0	0	0	50	0	0	0	0	0
chr1_154720150_154722800	0	0	750	500	0	600	0	275	0	375	300	0	125	375	0	0	0	300	0	275	0	0	0	0	0	2650	2650	0	0	0	0	0	2650	2650	0	2650	0	0	0	0	2650	0	0	0	800	650	450	800	650	650
chr1_154723150_154723800	0	0	75	125	0	0	0	0	0	275	0	0	650	0	0	0	0	0	0	650	0	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	0	650	0	0	0	650	650	650	650	650	650
chr1_154724550_154725450	0	0	900	900	0	75	0	900	0	150	0	375	0	0	0	0	0	0	0	150	0	0	0	150	0	900	900	0	0	0	0	0	900	900	0	900	0	0	0	0	900	0	0	0	900	600	375	900	900	900
chr1_154726450_154728650	0	0	1650	525	375	525	0	0	0	1175	300	125	125	0	0	0	0	0	0	0	50	0	0	200	0	2200	2200	500	0	0	0	375	2200	2200	0	2200	0	0	0	0	2200	0	0	0	2200	300	0	1250	1775	50
chr1_154729450_154729950	0	0	500	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	225	0	0	0	0	0	500	500	0	0	0	0	200	500	500	0	500	0	0	0	0	500	0	0	0	500	0	0	375	500	0
chr1_154737150_154738800	0	0	525	1200	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	525	0	600	0	150	0	1650	1650	0	0	0	0	0	1650	1650	0	1650	375	0	0	0	1650	0	0	0	900	225	450	750	750	825
chr1_154739900_154740600	0	0	0	250	0	0	0	0	0	100	0	525	225	0	75	0	0	0	0	0	0	0	0	0	0	700	700	0	0	0	0	0	700	700	0	700	0	0	0	0	675	0	0	0	700	0	525	700	600	700
chr1_154740950_154741500	0	0	0	0	0	0	0	0	0	300	0	550	300	0	0	0	0	0	0	0	0	525	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	525	0	0	0	550	550	550	550	550	550
chr1_154742950_154745250	0	0	375	900	0	750	0	975	0	900	0	0	0	0	450	0	125	575	0	300	0	375	0	450	0	2300	2300	0	0	0	0	0	2300	2300	125	2300	0	0	0	0	2300	0	0	0	200	0	375	1950	1650	1425
chr1_154746900_154752350	0	0	375	450	0	1200	0	975	0	1275	375	0	300	0	600	675	0	375	0	375	450	600	0	450	0	5450	5450	300	0	0	0	675	5450	5450	0	5450	525	0	0	0	5450	0	0	0	725	350	0	750	525	750
chr1_154752750_154754100	0	0	1350	525	0	0	0	225	0	75	0	0	375	0	0	0	0	0	0	525	0	0	0	0	0	1350	1350	0	0	0	0	0	1350	1350	225	1350	0	0	0	0	1350	0	0	0	1350	0	0	1350	900	750
chr1_154754800_154755450	0	0	50	500	50	0	0	0	0	650	275	0	425	0	0	0	0	0	0	0	0	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	0	650	0	0	0	650	500	0	650	575	575
chr1_154757150_154758300	0	0	400	825	0	825	0	0	0	1150	0	0	0	0	0	300	0	0	0	0	0	325	0	0	0	1150	1150	0	0	0	0	0	1150	1150	450	1150	0	0	0	0	1125	0	0	0	250	450	0	375	1150	175
chr1_154758750_154759350	0	0	450	75	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	600	600	0	0	150	0	0	600	600	0	600	0	0	0	0	600	0	0	0	0	0	0	225	375	0
chr1_154763150_154765450	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	525	0	375	0	375	0	525	0	0	0	2300	2300	0	0	0	0	0	2300	2300	300	2300	0	0	0	0	2250	0	0	0	2300	2300	25	2300	2300	2125
chr1_154765850_154767150	0	0	225	250	0	150	0	175	0	300	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	700	1300	0	0	0	0	0	1300	1300	175	1300	0	0	0	0	1275	0	0	0	1300	400	700	1300	375	0
chr1_154769250_154769500	0	0	0	0	0	150	0	225	0	75	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	250	250	0	0	0	0	0	250	250	0	250	0	0	0	0	225	0	0	0	250	250	250	250	250	100
chr1_154769700_154770700	0	0	0	0	0	0	0	0	0	300	0	0	0	600	0	0	0	0	0	0	0	525	0	0	0	1000	1000	0	0	0	0	0	1000	1000	0	1000	0	0	0	0	975	0	0	0	1000	1000	1000	1000	1000	1000
chr1_154771200_154771500	0	0	225	150	0	0	0	0	0	0	0	0	225	225	0	300	0	0	0	75	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr1_154772650_154773300	0	0	650	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	50	0	0	0	650	0	0	0	650	0	0	650	650	350
chr1_154773700_154774100	0	0	200	400	0	0	0	0	0	400	0	0	350	0	0	0	0	400	0	0	0	0	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	0	0	0	0	200	0
chr1_154775050_154776300	0	0	600	75	0	375	0	225	0	425	0	0	0	0	0	0	0	300	0	0	500	0	0	0	0	1250	1250	0	0	0	450	0	1250	1250	0	1250	0	0	0	150	1250	0	0	0	525	0	0	0	0	0
