A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value	*H3K36me3*bed.intersect.value
chr1_35395900_35397650	0	0	0	0	0	0	50	50	0	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	0	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	0
chr1_35405400_35405850	0	0	75	0	0	0	150	0	0	75	450	450	150	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	0
chr1_35606500_35607650	0	0	0	0	0	0	50	0	0	425	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	0	1150	1150	350	1150	1150	1150	1150	1150	1150	1150	1150	1150	0
chr1_36283350_36284250	0	0	0	0	0	0	75	0	0	525	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	0	900	900	900	900	900	900	900	900	900	900	900	900	0
chr1_37511700_37512300	75	0	150	0	75	0	0	75	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0	600	600	525	600	600	600	600	600	600	600	600	600	0
chr1_37551700_37552100	50	0	50	0	0	0	50	0	50	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	0
chr1_37583100_37583450	0	0	50	0	0	0	75	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0
chr1_37845900_37846450	0	0	0	0	0	0	225	0	0	0	550	550	550	0	300	300	550	225	175	550	550	550	550	550	550	25	550	150	550	0	375	550	550	550	550	550	375	0	550	225	0	550	550	550	550	550	525	550	550	525	0
chr1_37970700_37971050	0	0	350	0	0	0	150	0	0	350	350	350	350	0	0	350	350	200	275	350	350	0	350	50	350	0	350	0	350	350	350	275	350	350	125	350	50	0	350	350	0	350	350	350	350	350	350	350	350	350	0
chr1_37971250_37972350	0	0	1100	0	0	0	1100	0	0	1100	1100	1100	1100	0	525	125	1100	275	50	0	1100	300	1100	575	275	0	1100	600	1100	375	1100	125	1100	1100	750	1100	575	0	1100	1100	0	1100	1100	1100	1100	1100	1100	1100	1100	1100	0
chr1_39323650_39324350	50	0	50	0	0	0	50	50	0	200	700	700	575	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	0	700	700	700	700	700	700	700	700	700	700	700	700	0
chr1_39424600_39425100	0	0	50	0	0	0	50	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	0
chr1_40190200_40190850	50	0	0	0	0	0	50	0	0	50	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	0
chr1_40200000_40200850	25	25	75	0	0	0	0	0	0	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	850	150	850	850	850	850	850	850	850	850	675	850	850	0	850	850	600	850	850	850	850	825	850	850	850	850	0
chr1_40263150_40263600	0	0	0	0	0	0	75	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	0
chr1_40271650_40272650	0	0	125	0	0	0	0	0	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0
chr1_40281100_40282100	50	50	0	0	50	0	0	50	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0
chr1_40418100_40418850	0	0	0	0	0	0	0	0	0	375	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	0	750	750	750	750	750	750	750	750	750	750	750	750	0
chr1_40420000_40421250	75	0	50	0	50	0	75	50	0	1250	1250	1250	875	75	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	0	1250	1250	375	1250	1250	1250	1250	1250	1250	1250	1250	1250	0
chr1_40490950_40491750	0	0	0	0	0	0	50	0	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	0
chr1_40511050_40511700	650	200	50	650	75	500	350	650	650	0	0	650	300	0	0	0	0	300	650	450	0	650	650	0	0	125	650	0	0	0	650	0	0	650	375	650	0	0	525	650	0	75	50	75	650	650	650	650	650	650	0
chr1_40705200_40705500	75	0	0	0	300	0	300	75	75	300	300	300	300	0	0	0	300	300	300	300	300	300	300	0	0	0	300	0	300	300	300	300	0	300	0	300	0	0	300	0	0	300	300	300	300	300	300	300	300	300	0
chr1_41061250_41061600	0	0	0	0	0	0	50	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	0	350	350	350	350	0	350	350	0	350	350	350	350	350	350	350	350	350	0
chr1_41762150_41762600	0	0	450	100	250	450	100	0	0	450	450	450	450	0	0	250	0	50	0	0	450	0	0	0	0	0	200	0	0	0	0	50	0	450	0	425	0	0	450	175	0	350	0	0	450	400	450	450	450	450	0
chr1_42693450_42694650	0	0	75	0	0	0	75	0	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
chr1_42701500_42702200	0	0	0	0	0	0	50	0	0	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	0	700	700	700	700	700	700	700	700	700	700	700	700	0
chr1_44976400_44977050	50	0	0	0	0	0	0	0	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	0
chr1_45595750_45596300	0	0	125	0	0	0	0	0	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	0
chr1_45604800_45605100	0	0	75	0	0	0	0	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	0
chr1_45635550_45637200	0	0	75	0	0	0	75	0	0	1650	1650	1650	1650	1650	1650	1650	1650	1500	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	0	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	0
chr1_45637750_45638300	50	0	50	0	0	0	50	0	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	0
chr1_45660700_45661100	0	0	0	0	0	0	0	0	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	0
chr1_46650900_46651200	225	0	225	0	300	0	300	0	0	300	300	300	300	0	225	150	300	225	300	150	300	0	300	0	300	150	300	75	225	150	300	225	225	300	0	300	150	0	300	300	0	300	300	225	300	300	300	300	300	300	0
chr1_46657350_46658000	0	0	0	0	0	0	0	0	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	0
chr1_46685350_46686150	0	0	50	0	0	0	75	0	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	0
chr1_46707550_46709000	0	0	0	0	0	0	50	0	0	650	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	0	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	0
chr1_47372650_47373150	75	0	0	0	0	0	75	50	0	425	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	0
chr1_50574900_50575200	300	300	0	300	300	300	300	300	300	0	0	0	0	0	0	300	300	0	150	0	0	300	0	0	75	0	0	300	75	0	150	0	0	300	0	300	0	0	75	300	0	0	75	300	300	300	300	300	300	300	0
chr1_50957250_50958300	1050	600	450	1050	150	150	1050	600	525	0	0	525	0	0	0	0	750	75	0	0	1050	0	1050	0	975	0	1050	225	0	0	1050	1050	675	1050	0	1050	150	0	1050	1050	0	975	375	375	1050	1050	1050	1050	1050	525	0
chr1_51354550_51356250	50	0	0	0	0	0	75	0	0	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	0	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	0
chr1_51360550_51360900	0	0	75	0	0	0	0	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0
chr1_51385050_51386000	0	0	0	0	0	0	50	50	0	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	0	950	950	950	950	950	950	950	950	950	950	950	950	0
chr1_51386950_51387250	50	50	300	0	300	0	300	50	50	300	300	300	300	0	0	0	0	0	0	0	50	0	50	0	0	0	275	0	50	0	0	0	125	300	0	275	0	0	0	0	0	0	0	0	300	300	300	300	300	300	0
chr1_51392050_51392750	0	0	0	0	0	0	50	0	0	700	700	700	700	650	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	0	700	700	700	700	700	700	700	700	700	700	700	700	0
chr1_51393900_51394500	75	0	225	0	0	0	0	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0	600	600	600	600	600	600	600	600	600	600	600	600	0
chr1_51395500_51396150	0	0	75	0	0	0	0	0	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	0
chr1_51444400_51444800	0	0	50	0	0	0	50	0	0	400	400	400	400	400	400	400	400	400	400	400	400	125	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	0
chr1_51478650_51478950	0	0	300	0	300	0	300	0	0	300	300	300	300	0	150	0	0	0	0	0	75	225	75	0	0	0	225	0	0	0	0	0	0	300	0	300	225	0	75	150	0	300	0	225	300	300	300	300	300	300	0
chr1_51781650_51781950	0	0	300	0	0	0	0	0	0	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	0
chr1_51805200_51806250	0	0	75	0	0	0	0	0	0	150	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	0	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	0
chr1_51808600_51809100	0	0	0	0	0	0	0	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	0
chr1_51822850_51823800	0	0	0	0	0	0	0	75	75	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	0	950	950	950	950	950	950	950	950	950	950	950	950	0
chr1_51830850_51831300	0	0	0	0	0	0	75	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	0
chr1_52086150_52087350	0	0	0	0	0	0	75	0	0	300	1200	1200	1200	600	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
chr1_52379100_52379650	550	250	550	300	250	0	550	550	550	0	0	25	0	0	0	0	0	0	0	0	0	0	25	0	0	0	550	0	0	0	0	0	550	550	0	550	0	0	25	0	400	0	0	0	550	550	475	550	550	550	0
chr1_52418350_52418700	75	0	0	0	0	75	75	0	75	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0
chr1_52445550_52446150	0	0	75	0	0	0	75	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0	600	600	600	600	600	600	600	600	600	600	600	600	0
chr1_52476450_52476950	75	0	0	0	75	0	75	50	0	0	450	500	500	500	500	500	500	500	500	500	500	275	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	0
chr1_52480500_52482150	0	0	450	0	0	0	75	0	0	1350	75	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1500	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	0	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	0
chr1_53031300_53031600	0	0	0	0	0	0	75	0	0	150	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	0
chr1_53231100_53232300	75	0	75	0	0	0	75	0	0	150	1125	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
chr1_53771500_53772000	0	0	75	0	0	0	0	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	375	500	500	500	500	500	500	500	500	500	0
chr1_53869350_53869750	250	0	400	0	0	0	250	400	325	150	225	150	225	0	0	0	400	375	225	0	400	400	400	400	400	400	400	300	0	400	400	400	400	400	150	400	400	0	400	400	400	400	400	400	400	400	400	400	400	375	0
chr1_54031750_54032550	0	0	0	0	0	0	0	0	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	0
chr1_54036850_54038150	0	0	50	0	0	0	0	0	0	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	0	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	0
chr1_54040900_54041300	0	0	50	0	0	0	0	0	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	0
chr1_54041800_54043650	0	0	50	0	0	0	0	0	75	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	0	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	0
chr1_54044950_54045500	0	0	50	0	0	0	50	0	0	200	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	0
chr1_54088900_54089450	0	0	50	0	0	0	50	0	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	50	550	550	550	550	550	550	550	550	550	0
chr1_54720550_54721850	0	0	0	0	0	0	50	0	0	650	1300	1300	1300	125	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	0	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	0
chr1_54726000_54726450	75	0	150	0	0	0	0	75	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	0
chr1_55083550_55083900	0	0	50	0	50	0	200	0	0	75	75	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0
chr1_55092100_55093250	0	0	0	0	0	0	0	0	0	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	0	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	0
chr1_55096000_55096400	0	0	0	0	0	0	0	0	0	400	125	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	0
chr1_55097700_55098300	0	0	75	0	0	0	75	0	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0	600	600	600	600	600	600	600	600	600	600	600	600	0
chr1_55102200_55102650	0	0	0	0	0	0	0	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	0
chr1_55103800_55104300	0	0	125	0	0	0	0	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	0
chr1_55105200_55105500	0	0	75	0	0	0	75	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	0
chr1_55109700_55112400	75	0	75	0	0	0	75	0	75	1425	1650	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	0	2700	2700	1350	2700	2700	2700	2700	2700	2700	2700	2700	2700	0
chr1_55116400_55117050	75	75	0	75	0	0	75	75	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	650	650	275	650	650	650	650	650	650	650	650	650	0
chr1_55118200_55118550	0	0	75	0	0	0	0	50	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0
chr1_55127250_55127550	0	0	300	0	300	0	300	0	0	300	300	300	300	0	75	75	300	75	150	0	300	0	300	75	150	0	75	300	300	300	75	75	75	300	0	300	75	0	300	300	0	300	300	150	300	300	300	300	300	300	0
chr1_55130850_55131650	0	0	75	0	0	0	75	0	0	150	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	0
chr1_55142250_55143050	0	0	50	0	0	0	50	0	0	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	0
chr1_55145400_55147250	50	50	150	0	0	0	0	50	50	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	0	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	0
chr1_55156200_55157150	75	0	75	0	0	0	75	50	50	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	950	0	950	950	950	950	950	950	950	950	950	950	950	950	0
chr1_55160050_55160700	75	0	0	0	0	0	50	0	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	0
