A.dname	CLL_25.bed.combine.5mC.CpG.dname	CLL_26.bed.combine.5mC.CpG.dname	CLL_27.bed.combine.5mC.CpG.dname	CLL_28.bed.combine.5mC.CpG.dname	CLL_28.large.bed.combine.5mC.CpG.dname	CLL_28.small.bed.combine.5mC.CpG.dname	CLL_29.bed.combine.5mC.CpG.dname	CLL_30.bed.combine.5mC.CpG.dname	CLL_30.large.bed.combine.5mC.CpG.dname	CLL_30.small.bed.combine.5mC.CpG.dname	CLL_4.bed.combine.5mC.CpG.dname	CLL_5.bed.combine.5mC.CpG.dname	CLL_6.bed.combine.5mC.CpG.dname	CLL_94.bed.combine.5mC.CpG.dname	CLL_95.bed.combine.5mC.CpG.dname	CLL_96.bed.combine.5mC.CpG.dname	CLL_97.bed.combine.5mC.CpG.dname	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.dname	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.dname	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.dname	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.dname	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.dname	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.dname	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.dname	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.dname	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.dname	EGAN00001235812:MBC.2:csMBC.bed.combine.5mC.CpG.dname	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.dname	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.dname	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.dname	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.dname	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.dname	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.dname	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.dname	EGAN00001286337:NBC.6:NC11_83.bed.combine.5mC.CpG.dname	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.dname	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.dname	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.dname	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.dname	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.dname	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.dname	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.dname	GCBC_129.bed.combine.5mC.CpG.dname	GCBC_134.bed.combine.5mC.CpG.dname	GCBC_135.bed.combine.5mC.CpG.dname	GCBC_136.bed.combine.5mC.CpG.dname	GCBC_137.bed.combine.5mC.CpG.dname	GCBC_138.bed.combine.5mC.CpG.dname
chr1_15959550_15960400	0.005682	0.018229	0.079332	0.032353	-0.000000	0.007907	0.026221	0.063652	0.068262	0.000000	-0.000000	0.035586	0.007248	-0.000000	-0.000000	-0.000000	0.006250	0.771090	0.752555	0.435806	0.172964	0.872035	0.825599	0.867436	0.458454	0.559473	0.328072	0.607430	0.575758	0.878530	0.897611	0.418518	0.754886	0.598773	0.529900	0.195202	0.536657	0.583546	0.475818	0.451778	0.671384	0.028306	0.052534	0.097472	0.653827	0.031027	0.100245	0.062814	0.382751	0.469584	0.518536	0.378267	0.586043	0.338617
chr1_15974250_15974300	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr1_17537200_17537950	0.959280	0.903820	0.909806	0.946485	0.985919	0.954964	0.921319	0.857619	0.826412	0.878544	0.955952	0.945031	0.963333	0.876211	0.721001	0.951263	0.882964	0.945724	0.953253	0.903606	0.938527	0.936980	0.954649	0.936249	0.936036	0.919836	0.915527	0.947327	0.375000	0.945172	0.936277	0.915069	0.928838	0.919565	0.887654	0.961130	0.895656	0.926476	0.915233	0.868098	0.827725	0.927146	0.847902	0.923370	0.938641	0.957254	0.895424	0.955240	0.939232	0.953963	0.905336	0.892483	0.916240	0.946463
chr1_17539200_17539500	0.075072	0.080238	0.061566	0.128126	0.198106	0.159765	0.041919	0.000000	0.013393	0.006173	0.034014	0.133440	0.172136	0.173954	NAN	0.196411	0.063636	0.052343	0.022183	0.169631	0.103236	0.073835	0.038376	0.043522	0.118824	0.287911	0.123971	0.080612	0.432681	0.026468	0.040406	0.118644	0.080586	0.227768	0.175864	0.127269	0.087254	0.051487	0.107126	0.084411	0.067902	0.043981	0.027645	0.130060	0.057591	0.019934	0.019425	0.051472	0.081551	0.077029	0.093439	0.138714	0.143952	0.069400
chr1_17540200_17541150	0.405735	0.098317	0.082162	0.163743	0.173073	0.172578	0.097489	0.131740	0.160019	0.100588	0.068485	0.038858	0.118698	-0.000000	0.118571	0.444232	0.000000	0.094752	0.121414	0.292171	0.322230	0.200039	0.076787	0.095298	0.242365	0.336811	0.366371	0.254239	0.179325	0.077443	0.072051	0.195162	0.208523	0.341429	0.311789	0.300820	0.249728	0.148164	0.186816	0.178165	0.184894	0.156874	0.114210	0.209203	0.143686	0.246160	0.091805	0.072404	0.173542	0.252443	0.244696	0.176208	0.210973	0.302370
chr1_21872000_21872700	0.061232	0.004167	0.037955	0.011801	0.033922	0.006735	0.039718	0.060555	0.031466	0.030309	0.011533	0.070204	0.032072	0.033009	-0.000000	0.014286	0.000000	0.865134	0.860755	0.497997	0.521046	0.835461	0.934187	0.876304	0.563052	0.413356	0.502279	0.757936	0.638095	0.927619	0.887104	0.630938	0.758291	0.457742	0.429252	0.515215	0.563612	0.646234	0.649316	0.599374	0.766863	0.024951	0.026189	0.153011	0.799070	0.038339	0.062176	0.062774	0.597776	0.657866	0.553295	0.602244	0.596502	0.493446
chr1_23111750_23112450	0.278087	0.422365	0.159096	0.181291	0.191353	0.172234	0.048521	0.053987	0.068603	0.021688	-0.000000	0.094649	0.208692	0.277717	0.099265	0.213173	0.032481	0.849046	0.885522	0.757324	0.864725	0.908315	0.711663	0.848012	0.819105	0.876226	0.907802	0.836896	1.000000	0.716363	0.834286	0.800759	0.899745	0.889052	0.819372	0.925262	0.868281	0.861367	0.779326	0.790496	0.795224	0.075213	0.039112	0.375441	0.879860	0.375824	0.209122	0.378955	0.863454	0.823069	0.858845	0.843217	0.916000	0.738179
chr1_23113250_23114250	0.548442	0.630736	0.097904	0.305150	0.302507	0.368822	0.015809	0.083470	0.040130	0.002525	-0.000000	0.058999	0.615973	0.253998	-0.000000	0.230894	0.005840	0.961894	0.949633	0.871073	0.868974	0.945205	0.959364	0.963212	0.940817	0.863370	0.885195	0.952127	0.888889	0.954055	0.967722	0.909448	0.943660	0.895466	0.890971	0.896673	0.926140	0.875811	0.909562	0.868346	0.758401	0.041593	0.045623	0.696289	0.951637	0.566333	0.059042	0.681558	0.878081	0.894869	0.897674	0.917106	0.893276	0.918167
chr1_23551050_23551450	0.775031	0.732306	0.807793	0.844964	0.756712	0.829220	0.791037	0.768430	0.764563	0.760185	0.771072	0.732602	0.806828	0.563079	0.665079	0.908748	0.550880	0.962698	0.950281	0.917506	0.963965	0.952627	0.972429	0.958473	0.892042	0.832814	0.906666	0.972971	NAN	0.927699	0.959981	0.904068	0.924670	0.839639	0.824226	0.950576	0.917287	0.936670	0.907882	0.830826	0.815936	0.815882	0.770626	0.788031	0.973323	0.834471	0.627796	0.870443	0.840017	0.869899	0.918622	0.864127	0.878034	0.940597
chr1_23553500_23554050	0.652090	0.426901	0.344322	0.409747	0.398367	0.409444	0.461943	0.393266	0.349262	0.412077	0.470539	0.433104	0.453097	0.649106	0.293750	0.703027	0.777778	0.647248	0.614899	0.837193	0.806384	0.754617	0.622320	0.603910	0.803694	0.823992	0.794607	0.828348	NAN	0.595667	0.586099	0.697147	0.830489	0.839607	0.848403	0.786647	0.754990	0.717942	0.744855	0.642523	0.785033	0.386220	0.335671	0.519771	0.800864	0.598205	0.232826	0.518053	0.707201	0.737352	0.768109	0.769187	0.773970	0.775917
chr1_23555650_23556350	0.085417	0.025595	0.045624	0.044907	0.037500	0.014167	0.080435	0.010417	0.014297	0.017949	0.015625	0.017713	-0.000000	-0.000000	-0.000000	0.003125	0.031250	0.869731	0.828637	0.632144	0.650952	0.863672	0.872387	0.858771	0.746168	0.531192	0.616421	0.806628	NAN	0.843245	0.841993	0.756604	0.824432	0.543544	0.582504	0.679057	0.723316	0.716795	0.688569	0.672523	0.825230	0.028260	0.069559	0.172279	0.845349	0.138936	0.109150	0.083988	0.667671	0.759010	0.613268	0.560820	0.687507	0.598604
chr1_23557500_23557800	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr1_23562850_23563850	0.851641	0.874639	0.748671	0.766577	0.789076	0.798134	0.654250	0.752064	0.692726	0.693679	0.592524	0.740176	0.869322	0.791050	0.653546	0.789667	0.682667	0.848063	0.854175	0.883468	0.857229	0.839832	0.878365	0.887704	0.828237	0.849836	0.856757	0.839011	NAN	0.878258	0.862763	0.805869	0.847524	0.859374	0.854111	0.894476	0.835269	0.793901	0.799423	0.777452	0.604465	0.775526	0.755009	0.838609	0.848999	0.805018	0.734509	0.904034	0.810231	0.848949	0.790855	0.824600	0.839917	0.854010
chr1_23566350_23567550	0.443644	0.496035	0.173697	0.317169	0.304703	0.304810	0.170318	0.374322	0.381053	0.360041	0.264953	0.246332	0.136777	0.407264	0.217803	0.220910	0.425739	0.713517	0.718400	0.546134	0.679302	0.729929	0.710800	0.705423	0.589880	0.489020	0.600124	0.653981	0.800000	0.740328	0.742448	0.538881	0.652076	0.493737	0.589613	0.690160	0.658029	0.529373	0.545448	0.517374	0.549827	0.228915	0.489042	0.320090	0.709917	0.455290	0.292981	0.609562	0.530976	0.490799	0.509645	0.548036	0.606294	0.524505
chr1_23568900_23569600	0.361199	0.321296	0.278190	0.373144	0.394841	0.341746	0.440371	0.403767	0.305674	0.224147	0.122896	0.225867	0.124807	0.182226	0.236111	0.302676	0.279911	0.889805	0.835328	0.884563	0.835605	0.852646	0.859778	0.850820	0.805333	0.822311	0.832980	0.851681	0.722222	0.839119	0.849860	0.841562	0.852889	0.818874	0.815519	0.885762	0.837149	0.816937	0.769869	0.693332	0.794231	0.156291	0.318410	0.407594	0.853065	0.549753	0.312612	0.428978	0.827265	0.708716	0.772257	0.844204	0.806900	0.834760
chr1_23580150_23582050	0.834618	0.680987	0.484445	0.751977	0.770946	0.787830	0.607510	0.475256	0.452293	0.501226	0.499561	0.422166	0.723300	0.542998	0.389822	0.691595	0.484752	0.738357	0.768399	0.847634	0.879481	0.801664	0.890934	0.754505	0.801579	0.853770	0.866518	0.810989	1.000000	0.856126	0.741715	0.799572	0.794630	0.838123	0.830369	0.879513	0.793469	0.779894	0.783841	0.713952	0.660970	0.419643	0.489842	0.797707	0.806260	0.641230	0.411484	0.723058	0.750452	0.789948	0.794309	0.809635	0.825813	0.840806
chr1_23582550_23583400	0.859889	0.809486	0.688408	0.783271	0.786293	0.775557	0.836717	0.687881	0.613812	0.666516	0.541889	0.663753	0.833157	0.837194	0.707449	0.640604	0.622563	0.881166	0.856740	0.867136	0.873408	0.881261	0.970194	0.965424	0.891699	0.841922	0.890531	0.897457	NAN	0.967084	0.957028	0.884650	0.905530	0.883713	0.863851	0.895444	0.899029	0.840725	0.881333	0.854613	0.768488	0.747076	0.617643	0.734293	0.903000	0.784136	0.766185	0.847246	0.846250	0.858484	0.897458	0.847355	0.863152	0.876379
chr1_23587350_23589450	0.610157	0.540606	0.558452	0.536308	0.549530	0.531241	0.449121	0.505752	0.510742	0.472840	0.459071	0.485210	0.397985	0.386219	0.376444	0.525060	0.468717	0.798611	0.838016	0.758363	0.766674	0.728073	0.917655	0.859255	0.615460	0.692279	0.753634	0.723723	0.666667	0.899269	0.888382	0.693935	0.746351	0.643992	0.725497	0.792982	0.665152	0.660286	0.601582	0.618132	0.705963	0.473371	0.485152	0.578763	0.734944	0.363081	0.424921	0.534454	0.576699	0.647781	0.643784	0.603094	0.608621	0.637832
chr1_23590800_23591100	0.371875	0.326523	0.378142	0.201606	0.489505	0.229497	0.051332	0.321711	0.393069	0.204167	-0.000000	0.172575	0.086945	0.250000	0.044220	0.482265	0.402720	0.951389	0.878070	0.833333	0.787255	1.000000	0.953846	0.905521	0.624299	0.602053	0.696207	0.825893	NAN	0.953488	0.896558	0.742045	0.918166	0.568604	0.628960	0.783887	0.814414	0.725811	0.672008	0.630721	0.620460	0.188770	0.062105	0.281054	0.914838	0.357350	0.170604	0.253754	0.760672	0.760275	0.668232	0.553606	0.594058	0.597789
chr1_23599050_23599350	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr1_23599450_23599500	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr1_23599650_23602050	0.472947	0.415456	0.226233	0.430132	0.420238	0.405598	0.118727	0.262412	0.221719	0.187756	0.116360	0.295018	0.307707	0.229558	0.225784	0.425341	0.139976	0.747702	0.762824	0.717686	0.781318	0.783267	0.878929	0.761233	0.680074	0.690065	0.694708	0.742101	0.761905	0.874737	0.778335	0.642603	0.781123	0.679178	0.700612	0.763870	0.706415	0.650820	0.690988	0.623014	0.620461	0.269133	0.243674	0.500097	0.794221	0.425988	0.215753	0.394966	0.637997	0.715037	0.641713	0.650129	0.699540	0.713564
chr1_23602150_23602200	0.055556	0.038462	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.125000	0.000000	-0.000000	-0.000000	0.034483	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	0.175439	0.360000	0.029412	0.659091	-0.000000	0.013889	0.666667	0.142857	0.023256	NAN	0.642857	0.000000	0.030769	0.058823	0.180328	0.688889	0.145455	-0.000000	0.080000	-0.000000	-0.000000	0.041667	-0.000000	0.062500	0.038461	0.044444	0.035714	0.044444	0.068966	-0.000000	0.066667	-0.000000	0.000000	0.081633	0.015385
chr1_23602950_23603350	0.515217	0.774303	0.393908	0.758225	0.748178	0.737633	0.578572	0.754902	0.595719	0.579266	0.543309	0.657767	0.729175	0.725362	0.568567	0.586370	0.720238	0.950718	0.847308	0.754315	0.984492	0.826721	0.991304	0.952049	0.791989	0.754926	0.774692	0.920476	NAN	0.953426	0.952167	0.854301	0.930331	0.862511	0.816364	0.833452	0.815274	0.824204	0.780043	0.818280	0.561423	0.490097	0.583886	0.771543	0.966746	0.688792	0.672631	0.506708	0.753389	0.797949	0.845692	0.743534	0.813259	0.738307
chr1_23605400_23607500	0.633371	0.599349	0.486804	0.602996	0.686889	0.586903	0.474549	0.489250	0.525524	0.498224	0.489384	0.500852	0.568847	0.533185	0.422221	0.594908	0.519060	0.836935	0.809768	0.786161	0.765036	0.828270	0.918089	0.854733	0.736713	0.767031	0.734335	0.828962	1.000000	0.901848	0.846548	0.756297	0.815719	0.804198	0.769494	0.773301	0.753786	0.754798	0.741343	0.665821	0.671206	0.521124	0.496169	0.601315	0.837685	0.579078	0.474518	0.562271	0.697128	0.679421	0.744215	0.714696	0.733262	0.709296
chr1_23608150_23609400	0.832996	0.760385	0.779999	0.836120	0.832515	0.829827	0.722956	0.689886	0.715896	0.713507	0.805240	0.685566	0.717208	0.687760	0.663158	0.768227	0.679958	0.926270	0.928190	0.906780	0.936139	0.946440	0.917648	0.936432	0.895780	0.852014	0.919312	0.943371	NAN	0.900504	0.944127	0.913548	0.935685	0.882424	0.878553	0.931257	0.897668	0.904995	0.875246	0.838933	0.817701	0.624107	0.700578	0.726820	0.893300	0.767687	0.660967	0.846478	0.893180	0.875411	0.888732	0.864412	0.903611	0.795065
chr1_23611050_23611350	0.756140	0.840730	0.792159	0.524891	0.605208	0.505080	0.423792	0.649247	0.709289	0.731481	0.715380	0.097780	0.909751	0.345519	0.201754	0.603860	0.228854	0.821569	0.974790	0.900436	0.821052	0.917222	0.991667	0.927795	0.937685	0.893871	0.828810	0.942434	NAN	0.958326	0.936477	0.867641	0.976420	0.903678	0.879481	0.859707	0.816148	0.868155	0.613102	0.886695	0.783818	0.594127	0.847393	0.747689	0.917722	0.534310	0.273108	0.298017	0.769651	0.878226	0.699962	0.917399	0.876513	0.885024
chr1_23618450_23618850	0.884775	0.780221	0.795634	0.873314	0.853364	0.849278	0.863823	0.723430	0.744996	0.702341	0.561206	0.661668	0.705933	0.768939	0.968661	0.684782	0.621731	0.956217	0.956692	0.904917	0.880024	0.957520	0.961052	0.949554	0.843522	0.896240	0.939531	0.877215	NAN	0.960980	0.941849	0.920385	0.954017	0.923179	0.874242	0.859976	0.909556	0.930308	0.894815	0.752172	0.830290	0.779169	0.744753	0.791869	0.916401	0.843461	0.749038	0.804943	0.888393	0.955118	0.920360	0.869893	0.914698	0.854931
chr1_23620800_23621900	0.837578	0.689404	0.442988	0.843597	0.846439	0.794792	0.279477	0.284806	0.416288	0.291846	0.392357	0.589756	0.639016	0.319672	0.607633	0.739029	0.353850	0.826151	0.843859	0.908449	0.906043	0.926497	0.855946	0.893061	0.918648	0.891977	0.929209	0.883221	NAN	0.845685	0.892732	0.907848	0.918579	0.918339	0.913736	0.928421	0.915881	0.871706	0.898864	0.811490	0.797412	0.667037	0.695541	0.811485	0.910760	0.886408	0.208036	0.713978	0.883233	0.884948	0.896932	0.903372	0.907232	0.900326
chr1_23621950_23622250	0.884127	0.921645	0.976190	0.909137	0.925403	0.931917	0.819835	0.912538	0.908870	0.981982	0.920635	0.806433	0.921952	0.649553	0.974762	0.958669	0.935714	0.970356	0.985527	0.963114	0.973197	0.965315	0.922047	0.960526	0.946587	0.934836	0.978291	0.990196	NAN	0.964132	0.943913	0.969231	0.958960	0.931984	0.956127	0.956482	0.960078	0.928171	0.905294	0.855038	0.810033	0.867647	0.938978	0.927847	0.949887	0.962418	0.685831	0.952147	0.805288	0.963595	0.905754	0.969227	0.923450	0.992424
chr1_23625000_23625350	0.612714	0.480297	0.506548	0.528006	0.469236	0.634656	0.235653	0.433692	0.398919	0.533978	0.440710	0.317797	0.233766	0.650074	0.347389	0.451300	0.210851	0.937508	0.891287	0.823162	0.793188	0.907371	0.980185	0.974787	0.818496	0.871454	0.813254	0.809426	NAN	0.967707	0.970196	0.857622	0.864783	0.823025	0.812755	0.823440	0.838351	0.872308	0.858117	0.786421	0.698382	0.484724	0.444286	0.562243	0.867103	0.337960	0.493714	0.493233	0.764166	0.811276	0.895182	0.865775	0.841778	0.837606
chr1_23626500_23626800	0.991072	0.810592	0.954963	0.815278	0.829340	0.812126	0.423611	0.511858	0.490613	0.438301	0.654762	0.701923	0.845577	0.676587	0.636108	0.930555	0.656594	0.918591	0.942120	0.868782	0.837137	0.884673	0.952003	0.931383	0.864005	0.864611	0.961813	0.856886	NAN	0.947816	0.955331	0.906826	0.888241	0.885097	0.874721	0.908877	0.918419	0.944759	0.898110	0.901976	0.554082	0.952767	0.617341	0.644356	0.977650	0.881318	0.921109	0.872479	0.868972	0.944937	0.911012	0.918509	0.939144	0.876834
chr1_23635750_23636850	0.687951	0.671713	0.521635	0.709386	0.736750	0.696538	0.711660	0.457890	0.506210	0.485014	0.447788	0.541414	0.737056	0.475365	0.470069	0.605947	0.501002	0.937217	0.932891	0.886785	0.925575	0.921216	0.950503	0.947671	0.879010	0.866681	0.895890	0.919226	1.000000	0.944975	0.949172	0.882985	0.941098	0.878685	0.855882	0.904319	0.889659	0.883385	0.864446	0.816457	0.796027	0.478006	0.464788	0.755730	0.949038	0.702647	0.609213	0.658033	0.870735	0.872836	0.871224	0.861528	0.884909	0.864494
chr1_23919650_23919900	0.502711	0.485565	0.239115	0.790448	0.778448	0.791537	0.160384	0.386464	0.434452	0.405885	0.307825	0.369656	0.282210	0.407502	0.411046	0.346903	0.491363	0.651689	0.683022	0.707367	0.750365	0.575184	0.702414	0.719899	0.632268	0.723078	0.694853	0.598837	NAN	0.731915	0.761564	0.589077	0.584640	0.704123	0.686145	0.711138	0.641125	0.546028	0.550879	0.524557	0.502368	0.339862	0.276081	0.510427	0.568734	0.423367	0.216653	0.657822	0.677063	0.519973	0.647140	0.585175	0.597853	0.665171
chr1_23923950_23924350	0.319429	0.104239	0.113117	0.528325	0.577671	0.520635	0.090670	0.144483	0.149271	0.194683	0.535356	0.109901	0.255981	0.036232	0.178481	0.009804	0.089085	0.864840	0.751429	0.692404	0.678195	0.810720	0.844864	0.749930	0.664504	0.648969	0.665341	0.743404	NAN	0.851934	0.829402	0.673135	0.859286	0.674383	0.623214	0.712988	0.651580	0.613077	0.690779	0.616020	0.586172	0.110866	0.081208	0.506478	0.755823	0.435246	0.044146	0.206449	0.690467	0.631845	0.772446	0.608421	0.587739	0.588508
chr1_23954550_23955000	0.809785	0.757716	0.823169	0.894551	0.920576	0.895916	0.737699	0.933745	0.969006	0.965859	0.835694	0.748444	0.753142	0.850477	0.859798	0.968328	0.809935	0.960768	0.881667	0.908007	0.918751	0.833121	0.933102	0.954439	0.885762	0.871400	0.890507	0.950817	NAN	0.901363	0.904662	0.905931	0.882657	0.830209	0.843598	0.939912	0.897254	0.907487	0.909902	0.854634	0.663490	0.926650	0.825646	0.850552	0.913430	0.844785	0.878143	0.805507	0.936494	0.877896	0.778517	0.907091	0.864737	0.847278
chr1_23956000_23956350	0.894802	0.947061	0.974973	0.982949	0.970081	0.929132	0.989796	0.980612	0.909636	0.946089	0.994048	0.867368	0.997253	0.991036	0.983193	0.977696	0.952602	0.979495	0.974390	0.956242	0.951881	0.974240	0.967503	0.977071	0.974359	0.973135	0.956694	0.977726	NAN	0.977111	0.961929	0.949044	0.960513	0.956559	0.943567	0.955549	0.976135	0.972082	0.966212	0.869229	0.814389	0.955095	0.962989	0.975482	0.968990	0.975139	0.944600	0.977826	0.915655	0.945153	0.971287	0.978696	0.952154	0.922846
chr1_24177600_24177850	0.407408	0.439394	0.330000	0.200000	0.215686	0.258620	0.483334	0.228261	0.272728	0.316326	0.511204	0.056316	0.457447	0.441177	0.439394	0.333333	0.446429	0.961538	0.909091	0.649038	0.767244	0.916667	0.904100	0.930413	0.671717	0.624955	0.683334	0.861778	NAN	0.893845	0.917197	0.716608	0.931507	0.617830	0.675434	0.843850	0.801724	0.764070	0.679172	0.735294	0.777778	0.387446	0.448718	0.360415	0.907495	0.426470	0.319024	0.415148	0.754166	0.834375	0.763740	0.652173	0.684561	0.679076
chr1_24184600_24184750	0.376894	0.225673	0.440993	0.513569	0.391987	0.562037	0.390476	0.179167	0.221220	0.273810	0.675344	0.257212	0.496107	0.608932	0.472385	0.033333	0.666667	0.929825	0.831650	0.597884	0.912727	0.960784	0.941361	0.994444	0.636427	0.495108	0.761905	0.722222	NAN	0.947142	0.967611	0.630077	0.933782	0.543190	0.581437	0.762310	0.692402	0.703704	0.594715	0.783443	0.819722	0.647164	0.389360	0.473952	0.941457	0.441631	0.330011	0.222143	0.635604	0.602537	0.654630	0.450126	0.611180	0.344812
chr1_24998050_24998100	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr1_25771800_25772750	0.332365	0.343421	0.358674	0.368816	0.369242	0.368946	0.458033	0.420833	0.423894	0.357693	0.329191	0.350551	0.292878	0.426398	0.451648	0.349768	0.317077	0.421781	0.404774	0.623750	0.577685	0.396146	0.755983	0.404080	0.437549	0.548908	0.549298	0.479486	0.403333	0.733157	0.558345	0.401956	0.406650	0.560731	0.507558	0.579081	0.386148	0.371499	0.347639	0.400117	0.368810	0.354963	0.382388	0.384761	0.395740	0.361890	0.369886	0.551805	0.394023	0.405907	0.469523	0.381325	0.487689	0.423760
chr1_25773350_25776150	0.231991	0.158285	0.152125	0.250649	0.297717	0.252802	0.237789	0.217692	0.195535	0.191313	0.198887	0.154687	0.149758	0.214785	0.164625	0.212269	0.149640	0.530292	0.488989	0.485091	0.486608	0.414020	0.719274	0.518561	0.422871	0.464642	0.463474	0.466178	0.596726	0.744553	0.564440	0.420616	0.417593	0.446435	0.431009	0.497133	0.413444	0.424278	0.396701	0.392336	0.345959	0.158994	0.212134	0.254963	0.424731	0.243980	0.138616	0.207433	0.390474	0.392155	0.438179	0.395648	0.440235	0.400077
chr1_25776800_25777650	0.646902	0.500062	0.681602	0.529077	0.508315	0.496940	0.897496	0.545742	0.508877	0.471839	0.522727	0.473939	0.391283	0.448245	0.453758	0.532596	0.439634	0.925344	0.891244	0.870458	0.899452	0.916657	0.936091	0.904748	0.789348	0.735257	0.782695	0.958376	1.000000	0.940688	0.908361	0.824876	0.923105	0.768310	0.739426	0.887977	0.764712	0.774636	0.710108	0.685208	0.776179	0.769445	0.633616	0.712991	0.936801	0.626447	0.596401	0.570408	0.748878	0.778432	0.807467	0.760391	0.759209	0.756604
chr1_27105600_27105650	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
