A.ID	CLL_25.bed.combine.5mC.CpG.NA_id.methValue	CLL_26.bed.combine.5mC.CpG.NA_id.methValue	CLL_27.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_4.bed.combine.5mC.CpG.NA_id.methValue	CLL_5.bed.combine.5mC.CpG.NA_id.methValue	CLL_6.bed.combine.5mC.CpG.NA_id.methValue	CLL_94.bed.combine.5mC.CpG.NA_id.methValue	CLL_95.bed.combine.5mC.CpG.NA_id.methValue	CLL_96.bed.combine.5mC.CpG.NA_id.methValue	CLL_97.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue	GCBC_129.bed.combine.5mC.CpG.NA_id.methValue	GCBC_134.bed.combine.5mC.CpG.NA_id.methValue	GCBC_135.bed.combine.5mC.CpG.NA_id.methValue	GCBC_136.bed.combine.5mC.CpG.NA_id.methValue	GCBC_137.bed.combine.5mC.CpG.NA_id.methValue	GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
10:110209167:110209169	0	0	0	0.0769231	0	0	0	0	0	0	0	0	0.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209176:110209178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209188:110209190	0	0	0	0.0588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140845	0.0273973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209276:110209278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181818	0	0	0	0.0126582	0.011236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209301:110209303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027	0	0	0	0	0	0	0	0	0.0344828	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209303:110209305	0.105263	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00819672	0	0	0	0	0	0	0	0	0	0	0	0.0512821	0	0	0	0	0	0	0.0178571	0	0	0	0	0	0	0	0	0	0.0344828	0	0	0
10:110209368:110209370	0	0.0454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0
10:110209478:110209480	0	0.1	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030303	0	0	0	0.0714286	0	0	0	0	0
10:110209491:110209493	0	0	0	0	0	0	0	0.0526316	0	0	0	0	0	0	0	0.214286	0	0	0	0	0.037037	0	0	0	0	0	0	0	0	0	0	0	0	0.0138889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209521:110209523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212766	0	0	0	0	0	0	0.0333333	0	0	0	0	0	0	0	0	0	0	0
10:110209550:110209552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011236	0	0	0	0.0188679	0	0	0	0	0	0	0	0	0	0	0.0144928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235	0	0	0
10:110209582:110209584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209598:110209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333	0	0	0	0
10:110209607:110209609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545	0	0	0	0.0192308	0	0	0	0	0	0.0204082	0	0	0.0140845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869565	0
10:110209612:110209614	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571	0.0125	0.0172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209627:110209629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689655
10:110209632:110209634	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.010989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209637:110209639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384615	0	0	0	0	0	0	0	0	0
10:110209656:110209658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00729927	0	0	0	0	0	0.0135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232558	0	0	0
10:110209673:110209675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0	0	0	0	0	0	0.0140845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:110209793:110209795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0
10:110354000:110354002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555556	0	0.25	0.368421	0.428571	0.368421	0.26087	0.4	0.209302	0.285714	0.0666667	0.470588	0.464286	0.2	0.333333	0.25	0.294118	0.169492	0.0851064	0.510204	0.2	0.296296	0.206897	0.363636	0.0416667	0	0.0384615	0.372093	0.0434783	0.04	0.0454545	0.166667	0.15	0.133333	0.277778	0.205882	0.166667
10:110354140:110354142	0	0.333333	0.0384615	0.6	0.117647	0.647059	0	0	0	0.411765	0	0	0	0	0.111111	0	0.2	0.818182	0	0	0	0.444444	0.666667	0.352941	0.175	0	0	0.538462	0.5	0.576923	0.346154	0.352941	0.235294	0.526316	0.533333	0.777778	0.615385	0.533333	0	0	0.257143	0.5	0.925926	0.2	0	0.8125	0.363636	0.4	0.394737	0.55	0.266667
10:110388101:110388103	0.0454545	0	0	0	0	0	0	0	0	0	0.0344828	0	0	0	0	0	0.59322	0.837838	0.162162	0.123596	0.837838	0.710145	0.811321	0.1875	0.0714286	0.133333	0.585714	0.703704	0.740741	0.155172	0.525424	0.112903	0.121951	0.23	0.0428571	0.136364	0.102041	0.137931	0.03125	0	0	0.7	0	0.04	0	0.0769231	0.0434783	0.0769231	0.0882353	0	0.030303
10:110457292:110457294	0.315789	0.0833333	0.133333	0.428571	0.375	0.448276	0	0	0.0384615	0	0	0.458333	0	0.25	0.2	0.25	1	0.8125	0.9	0.666667	0.833333	0.875	0.928571	0.8	0.782609	0.842105	1	0.933333	1	0.769231	0.807692	0.875	0.818182	0.767442	1	0.8	0.857143	0.894737	0	0.0930233	0.225806	0.882353	0	0.0740741	0.588235	0.695652	0.913043	0.764706	0.793103	0.805556	0.560976
10:110457463:110457465	0	0.05	0.25	0.611111	0.7	0.769231	0	0	0	0	0	0.272727	0	0	0	0	0.03125	0	0.434783	0.457143	0.0833333	1	0.690476	0.44186	0.678571	0.607843	0.2	0.979592	0.931507	0.27451	0.111111	0.490196	0.6	0.42623	0.265306	0.277778	0.25	0.265306	0.0465116	0.0571429	0.153846	0.166667	0.0263158	0.153846	0.581395	0.230769	0.238095	0.282051	0.375	0.7	0.454545
10:110457533:110457535	0	0	0.0526316	0	0	0	0	0	0	0	0.0384615	0	0	0	0.0833333	0	0	0	0.615385	0.636364	0	0.956522	0.5	0.277778	0.433333	0.588235	0.384615	0.907407	0.807018	0.282609	0.05	0.372881	0.372549	0.457143	0.0833333	0.0967742	0.363636	0.178571	0	0.0967742	0.139535	0.0833333	0	0.1	0.155556	0.0909091	0.352941	0.333333	0.4375	0.333333	0.371429
10:110459480:110459482	0.230769	0.0833333	0.166667	0.111111	0.307692	0.0869565	0.2	0.0666667	0	0.0625	0	0.0384615	0.0689655	0	0.380952	0	0.652174	0.757576	0.711111	0.536585	0.76	1	0.910448	0.6875	0.642857	0.590909	0.928571	0.91358	0.948718	0.709091	0.873016	0.776119	0.787879	0.744186	0.617021	0.677419	0.693878	0.58	0.0512821	0.0377358	0.15	0.814815	0.25	0.0606061	0.307692	0.56	0.380952	0.777778	0.642857	0.761905	0.666667
10:110459553:110459555	0.571429	0.75	0.133333	0.25	0.333333	0.166667	0	0	0	0	0	0.4375	0	0	1	0.047619	0.770833	0.659574	0.860465	0.693182	0.756098	0.944444	0.988764	0.608108	0.853333	0.7	0.619048	0.975309	0.980198	0.582418	0.8125	0.857143	0.848485	0.809524	0.625	0.677419	0.553191	0.651515	0.125	0.0357143	0.2	0.744186	0.0909091	0.0333333	0.970588	0.588235	0.366667	0.62963	0.68	0.733333	0.575758
10:110459577:110459579	0	0.571429	0	0	0	0	0	0	0.105263	0	0.133333	0.0909091	0	0	0.458333	0	0.27451	0.150943	0.461538	0.319588	0.340426	0.92	0.926316	0.307692	0.694444	0.338235	0.203704	0.987952	0.951456	0.216981	0.271605	0.565217	0.701299	0.275862	0.180328	0.25	0.08	0.217391	0.1875	0.0416667	0.138889	0.285714	0.0606061	0.0357143	0.548387	0.125	0.107143	0.148148	0.333333	0.433333	0.371429
10:110459584:110459586	0	0.714286	0.153846	0.1	0	0.222222	0.1	0	0.0588235	0	0.133333	0.666667	0.15	0.08	0.961538	0	0.555556	0.313725	0.829545	0.670213	0.591837	0.917808	0.927083	0.488889	0.876923	0.645161	0.38	0.96	0.916667	0.438776	0.424658	0.842697	0.930556	0.633333	0.403509	0.545455	0.340909	0.363636	0.129032	0.0731707	0.151515	0.363636	0.40625	0.037037	0.677419	0.2	0.48	0.478261	0.730769	0.576923	0.606061
10:110459601:110459603	0	0.416667	0.0833333	0	0	0	0	0	0	0	0.181818	0.222222	0	0.0714286	0.428571	0	0.097561	0.0243902	0.569892	0.26506	0.0909091	0.934211	0.811765	0.289157	0.714286	0.433962	0.195652	0.985507	0.896552	0.179775	0.0625	0.481013	0.538462	0.27027	0.175439	0.133333	0.0869565	0.14	0	0.0810811	0.111111	0.125	0	0	0.34375	0	0.173913	0.16	0.208333	0.419355	0.214286
10:110459631:110459633	0.5	0.571429	0	0	0.272727	0	0	0	0.181818	0.0833333	0.3	0.714286	0.0952381	0.142857	0.954545	0.0769231	0.866667	0.705882	0.742424	0.714286	0.8	0.953846	0.94	0.71831	0.88	0.666667	0.725	0.983333	0.967742	0.486486	0.782609	0.65625	0.767442	0.574074	0.511111	0.36	0.611111	0.594595	0.263158	0.0909091	0.190476	0.636364	0.538462	0.0416667	0.833333	0.272727	0.5	0.391304	0.619048	0.652174	0.875
10:110459639:110459641	1	0.6	0.2	0	0.363636	0	0	0	0	0.1	0.333333	0.833333	0	0.111111	0.954545	0	0.8	0.727273	0.78125	0.683333	0.861111	0.924242	0.938776	0.726027	0.849057	0.714286	0.648649	0.946429	0.932203	0.541667	0.829268	0.765625	0.725	0.649123	0.590909	0.5	0.583333	0.46875	0.181818	0.125	0.25	0.869565	0.521739	0.04	0.538462	0.625	0.5	0.823529	0.5	0.727273	0.8
10:110459697:110459699	0	0.384615	0	0.1	0.166667	0.25	0	0	0	0.117647	0.0833333	0.222222	0.025	0	0.761905	0.0434783	0.108108	0.0344828	0.676471	0.738462	0.148936	0.932203	0.860465	0.402299	0.75	0.566038	0.111111	0.984615	0.925373	0.380952	0.25	0.683333	0.693878	0.553846	0.381818	0.32	0.155556	0.257143	0.16	0.0666667	0.157895	0.352941	0.35	0.0909091	0.64	0.222222	0.4	0.5	0.5	0.434783	0.515152
10:110459713:110459715	0.6	0.461538	0.0555556	0.272727	0.166667	0.214286	0	0	0	0	0.0833333	0.142857	0	0	0.95	0	0.15	0	0.571429	0.457627	0.152174	0.963636	0.905882	0.34375	0.506849	0.368421	0.116279	0.941176	0.946667	0.369863	0.244898	0.615385	0.677419	0.435484	0.25	0.333333	0.148148	0.171429	0.1	0.121212	0.3	0.26087	0.375	0.047619	0.740741	0.352941	0.28	0.409091	0.347826	0.363636	0.586207
10:110459724:110459726	0.4	0.583333	0.130435	0.0909091	0.238095	0.214286	0.0952381	0	0.047619	0.0416667	0.117647	0.2	0.0222222	0.03125	0.947368	0.0357143	0.243902	0.0645161	0.602941	0.730769	0.255814	0.967742	0.95122	0.438776	0.855263	0.566667	0.166667	0.907895	0.935484	0.465116	0.326923	0.771429	0.677419	0.625	0.257143	0.233333	0.186441	0.217391	0.166667	0.142857	0.263158	0.37037	0.368421	0.0526316	0.821429	0.52381	0.538462	0.304348	0.47619	0.526316	0.6
10:110459870:110459872	1	0.583333	0.16	0.5625	0.285714	0.352941	0.111111	0.111111	0.0833333	0.1	0.166667	0.368421	0	0	0.8	0	1	0.949153	0.918605	0.835821	0.982456	0.948718	0.949367	0.946903	0.967391	0.835616	0.923077	0.934959	0.957447	0.917431	0.9375	0.896552	0.913978	0.928571	0.870968	0.918033	0.833333	0.854839	0.302326	0.08	0.102564	0.941176	0.83871	0.0277778	0.809524	0.785714	0.958333	0.815789	0.956522	0.970588	0.9375
10:110460883:110460885	0	0	0.0487805	0	0	0	0	0	0	0	0.0487805	0	0	0	0	0	0.111111	0.0526316	0.0131579	0.015748	0.164557	0.752809	0.487179	0.0368098	0.0864198	0.0175439	0.0493827	0.848	0.653543	0.0155039	0.0775862	0.0272727	0.04	0.0387097	0.0162602	0.0149254	0.0119048	0	0.025	0	0.0263158	0.128205	0	0.146341	0.0377358	0	0.0625	0	0	0.0810811	0
10:110461883:110461885	0.282051	0.0909091	0.404762	0.541667	0.611111	0.507692	0.0512821	0.170732	0.134615	0.0588235	0.135135	0.027027	0	0	0	0	0.8	0.75	0.333333	1	0.8	0.916667	0.897436	0.8	0.666667	0.736842	0.8	0.916667	0.862745	0.829787	0.815789	0.607143	0.736842	0.690476	0.772727	0.697674	0.636364	0.638298	0.196078	0.0444444	0.169811	0.934783	0.529412	0.102041	0.794118	0.617647	0.794118	0.710526	0.571429	0.583333	0.744681
10:110499043:110499045	0	0.30303	0.075	0.473684	0.444444	0.583333	0.0322581	0.0754717	0.0238095	0	0.16	0.326531	0.0425532	0.030303	0.1	0.12	0.232877	0.173077	0.361386	0.370536	0.630769	0.361111	0.315068	0.531034	0.176471	0.44	0.521368	0.210084	0.116505	0.559055	0.485714	0.398058	0.202703	0.55814	0.434211	0.469388	0.347222	0.459016	0.0526316	0	0.0487805	0.571429	0.4375	0.0454545	0.242424	0.125	0.428571	0.541667	0.536585	0.380952	0.428571
10:110499183:110499185	0	0.117647	0	0.5	0.272727	0.411765	0.0555556	0	0	0	0	0	0	0	0	0	0.333333	0.423077	0.555556	0.241379	0.694444	0.469697	0.488636	0.571429	0.319149	0.46875	0.769231	0.147059	0.138462	0.691176	0.694444	0.571429	0.395349	0.42029	0.62069	0.48	0.627907	0.630435	0	0	0.0263158	0.75	0	0	0.0277778	0.428571	0.733333	0.517241	0.486486	0.590909	0.513514
10:110499196:110499198	0	0.0769231	0.0434783	0.333333	0.222222	0.368421	0	0	0	0	0	0	0.333333	0	0	0	0.454545	0.538462	0.637931	0.44186	0.633333	0.540984	0.578313	0.555556	0.276596	0.52381	0.7	0.241379	0.416667	0.655738	0.638889	0.65625	0.263158	0.6	0.740741	0.5	0.625	0.681818	0	0	0.0731707	0.727273	0	0.148148	0.0277778	0.470588	0.733333	0.46875	0.411765	0.428571	0.542857
10:110499198:110499200	0.0434783	0.0769231	0.0416667	0.571429	0.388889	0.526316	0	0.047619	0.0555556	0	0	0	0.444444	0	0	0	0.44	0.730769	0.645833	0.487805	0.78125	0.603448	0.62963	0.761905	0.217391	0.590909	0.655172	0.362069	0.416667	0.706897	0.705882	0.721311	0.5	0.637931	0.727273	0.56	0.659574	0.818182	0	0	0.047619	0.809524	0	0.241379	0	0.5	0.928571	0.606061	0.472222	0.578947	0.648649
10:110499225:110499227	0.0909091	0.111111	0.0689655	0.461538	0.333333	0.277778	0	0.117647	0	0	0	0	0	0	0	0	0.888889	0.727273	0.758621	0.655172	0.909091	0.789474	0.871795	0.714286	0.263158	0.666667	0.818182	0.659574	0.666667	0.716981	0.870968	0.490196	0.636364	0.659091	0.794118	0.8	0.654545	0.914286	0.025641	0	0.0714286	0.965517	0	0.166667	0.027027	0.607143	0.8125	0.485714	0.65625	0.576923	0.425532
10:110499247:110499249	0.0555556	0	0.0333333	0.615385	0.4	0.157895	0	0.0769231	0	0	0	0	0.214286	0	0	0	0.6875	0.619048	0.814815	0.424242	0.863636	0.589286	0.72	0.564103	0.117647	0.48	0.769231	0.404762	0.363636	0.576923	0.756757	0.416667	0.243243	0.630435	0.531915	0.571429	0.59322	0.71875	0	0	0.0731707	0.815789	0	0.285714	0.05	0.607143	0.823529	0.552632	0.516129	0.56	0.391304
10:110499256:110499258	0	0.0526316	0	0.6	0.3	0.190476	0	0.1	0	0	0	0	0.272727	0	0	0	0.657143	0.708333	0.785714	0.435897	0.875	0.864407	0.916667	0.659091	0.236842	0.535714	0.818182	0.577778	0.672727	0.851852	0.85	0.5	0.333333	0.608696	0.666667	0.714286	0.654545	0.588235	0.0263158	0	0.0789474	0.969697	0	0.314286	0.025641	0.518519	0.866667	0.473684	0.545455	0.625	0.348837
10:110499283:110499285	0	0	0.115385	0	0	0.0333333	0	0.0588235	0	0	0.0833333	0	0.5	0	0	0	0.155556	0.269231	0.411765	0.425532	0.733333	0.219178	0.357143	0.392157	0.12766	0.315789	0.62069	0.189655	0.15	0.483871	0.488372	0.254902	0.173913	0.45614	0.431034	0.56	0.37931	0.595238	0.0238095	0	0	0.648649	0	0.317073	0.0222222	0.242424	0.615385	0.428571	0.428571	0.5	0.159091
10:110618041:110618043	0.666667	0.583333	0.0666667	0.4375	0.25	0.181818	0.1	0	0.333333	0	0.375	0.235294	0.583333	0.375	0.714286	0	0.714286	0.816327	0.919643	0.936	0.75	0.966667	0.809524	0.9	0.844444	0.916667	0.876923	0.983607	0.831776	0.735632	0.87234	0.930556	0.931507	0.909091	0.808511	0.76	0.606557	0.738095	0.195122	0.446809	0.305556	0.5	0.512821	0.135135	0.702703	0.85	0.583333	0.709677	0.964286	0.866667	0.939394
10:110618071:110618073	0.333333	0	0.0666667	0	0	0.15	0	0.142857	0	0	0	0	0.0714286	0	0	0	0.592593	0.791667	0.811966	0.818841	0.54717	0.892308	0.689189	0.659794	0.860465	0.847059	0.555556	0.913043	0.706897	0.582418	0.603175	0.833333	0.810811	0.808696	0.655738	0.5	0.409836	0.648649	0.030303	0.025	0.1875	0.423077	0.0294118	0.0487805	0.307692	0.555556	0.727273	0.777778	0.541667	0.730769	0.9
10:110618568:110618570	0	0.0740741	0	0	0.0526316	0	0	0	0	0	0	0	0	0	0	0	0.95122	0.931818	0.705882	0.533333	0.925	0.986111	0.92	0.666667	0.38961	0.727273	0.888889	0.986667	0.926829	0.709677	0.898551	0.623377	0.390244	0.545455	0.74	0.709091	0.796296	0.685714	0	0	0.0232558	0.923077	0.02	0.0222222	0	0.5625	0.529412	0.580645	0.52381	0.622642	0.359375
10:110618620:110618622	0	0.0714286	0.0714286	0	0	0	0.0909091	0	0.05	0.0666667	0.0487805	0	0.642857	0.0344828	0	0.384615	0.980392	1	0.921053	0.984375	0.982143	0.966292	0.952941	0.983871	0.880952	0.971429	0.977778	0.966667	0.966667	0.954128	0.978947	0.975	0.847826	0.97619	0.967213	1	0.953125	0.857143	0	0.0363636	0.14	0.972973	0.04	0.209302	0.0571429	0.857143	0.864865	0.941176	0.961538	1	0.966102
10:1115859:1115861	0	0	0	0.047619	0	0.047619	0	0.0526316	0	0	0.190476	0.05	0	0	0	0	0.918919	0.961538	0.75	0.7375	0.966667	0.911111	0.946667	0.909091	0.513514	0.830508	0.925	0.912281	0.983871	0.882353	0.906977	0.734375	0.647059	0.818182	0.884615	0.878049	0.96	0.909091	0.0222222	0.0357143	0.09375	0.972973	0.0294118	0.1	0.0555556	0.930233	0.75	0.933333	0.848485	0.862069	0.717647
10:117652471:117652473	0.5	0.181818	0.0833333	0.434783	0.3125	0.375	0.0416667	0.0952381	0	0	0.121212	0.354839	0.0625	0.0625	0.0333333	0.117647	1	0.943396	0.807143	0.720779	0.953488	1	0.929688	0.796875	0.897436	0.793103	0.794393	0.979167	0.877193	0.850877	0.886598	0.864198	0.867647	0.801527	0.880435	0.942308	0.807692	0.779221	0.115385	0.133333	0.612245	0.96	0.372093	0.133333	0.717949	0.897436	0.666667	0.90625	0.928571	0.918919	0.791667
10:117652481:117652483	0.3	0.0909091	0.111111	0.434783	0.235294	0.285714	0.0434783	0.125	0	0	0.25	0.206897	0	0.0625	0.0606061	0.235294	0.949367	0.981481	0.75	0.723684	0.952941	0.949495	0.945312	0.709924	0.84	0.79646	0.776786	0.920792	0.89916	0.82906	0.870968	0.818182	0.896104	0.839695	0.804348	0.882353	0.8	0.714286	0.0943396	0.0465116	0.511111	0.928571	0.23913	0.235294	0.578947	0.794872	0.575758	0.758621	0.931034	0.882353	0.829787
10:117657460:117657462	0.863636	0.809524	0.025	0.888889	0.915493	0.925373	0.282051	0.168831	0.2	0.40678	0.758621	0.929825	0.338028	0.0784314	0.468085	0.688312	1	1	0	1	0	0	1	1	0.857143	0	0	1	0.909091	1	1	1	0.884615	1	0.833333	0.727273	0.833333	0.8	0.431034	0.641509	0.560976	1	0.435897	0.71875	0.966667	0.985294	0.96875	0.956522	0.816327	0.927273	0.895833
10:119499371:119499373	0	0	0.037037	0	0	0	0.0434783	0	0	0	0.0322581	0	0.0588235	0	0.2	0	1	1	0.95	1	1	0.904762	0.933333	0.916667	1	0.909091	1	0.928571	0.97561	0.891304	0.966667	0.918919	0.896552	0.880952	0.928571	0.964286	0.866667	0.875	0	0.0444444	0.162791	0.952381	0.0263158	0	0.0857143	1	0.916667	0.916667	0.977273	0.96	0.947368
10:119500721:119500723	0.3	0.105263	0.05	0.432432	0.65	0.583333	0.157895	0.1	0.185185	0	0.181818	0	0.0555556	0	0.193548	0.05	0.970588	0.93617	0.897959	0.984375	0.926829	0.954545	0.984375	0.925926	0.92381	0.926829	0.95	0.987013	0.959596	0.922078	0.9375	0.839623	0.95	0.95	0.968254	0.914894	0.938462	0.87931	0.28	0.0512821	0.193548	0.953488	0.301887	0.127273	0.230769	0.869565	0.962963	0.9	0.95122	1	0.969697
10:119500767:119500769	0.111111	0.222222	0.0714286	0.744186	0.894737	0.684211	0.157895	0.259259	0.24	0.117647	0.178571	0.04	0.25	0	0	0	0.95	0.956522	0.9	0.958904	0.978261	0.953704	0.926829	0.847059	0.828829	0.964286	0.96	0.967033	0.95	0.900826	0.910112	0.89899	0.927711	0.966292	0.941176	0.91954	0.898734	0.772152	0.0833333	0.0714286	0.211538	0.979592	0.122807	0.160714	0.302326	0.833333	0.941176	1	0.965517	0.851852	0.857143
10:119500930:119500932	0	0	0.04	0	0.0952381	0	0	0	0	0	0.0869565	0	0.285714	0	0	0	1	1	0.935897	0.942029	0.957447	0.930693	0.944	0.85567	0.915663	0.848101	0.909091	0.967213	0.95122	0.894737	0.935185	0.913978	0.948052	0.84507	0.93617	0.896104	0.920635	0.767442	0.145833	0.0232558	0.224138	0.971429	0	0.0888889	0.155556	0.75	0.730769	0.896552	1	1	0.969697
10:119500943:119500945	0	0	0.0454545	0	0.0454545	0	0	0	0	0	0.0952381	0	0	0	0	0	0.897959	0.932203	0.576471	0.337662	0.844444	0.87	0.886179	0.78125	0.573171	0.566265	0.753425	0.948276	0.890756	0.708955	0.935185	0.715909	0.697368	0.538462	0.79798	0.75	0.745763	0.576923	0.0212766	0.0408163	0.0847458	0.914286	0	0.111111	0.122449	0.714286	0.47619	0.84	0.857143	0.677419	0.7
