A.TSS2k	H3K27me3	end	NESG.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value
chr7	143379080	143383080	ENSG00000159840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1725	0	0	450	450
chrX	74291574	74295574	ENSG00000230590	49	700	525	124	199	1324	0	49	274	525	0	0	0	1624	900	750	1200	0	825	0
chr6	52761569	52765569	ENSG00000244067	750	2650	4000	2394	600	2619	2500	2244	3025	2875	3400	3475	3700	2506	2206	2356	3100	2731	2956	1575
chr2	16664331	16668331	ENSG00000197872	2844	2019	0	1231	1050	2950	0	1350	3775	3069	4000	3550	2994	4000	3550	4000	4000	1425	1725	0
chr2	37194488	37198488	ENSG00000218739	0	937	0	112	525	0	0	0	600	0	0	862	0	375	525	450	0	0	0	0
chr11	33890289	33894289	ENSG00000135363	1311	1536	0	1725	1836	300	0	561	300	2061	3186	336	186	1611	0	2511	2950	675	3036	0
chr13	46795232	46799232	ENSG00000139684	0	0	357	57	57	525	57	0	207	282	0	357	0	525	0	357	0	582	357	0
chr6	24354903	24358903	ENSG00000146049	1725	1050	2175	975	1275	2175	2250	1725	2250	2697	2400	3747	2475	2550	3778	3372	3150	4000	3822	1950
chr16	52650105	52654105	ENSG00000249231	375	750	2295	1275	675	825	825	0	825	2070	1395	3645	2455	2970	120	1395	3250	3325	3375	2725
chr1	30721587	30725587	ENSG00000162510	0	0	0	0	0	0	0	0	0	813	1387	0	0	588	0	0	0	0	0	0
chr1	21810265	21814265	ENSG00000187942	1310	2650	710	1985	2060	4000	1985	4000	4000	0	0	450	1500	2175	1275	1200	3665	3625	300	4000
chr7	41701108	41705108	ENSG00000122641	1450	1600	2042	2117	767	692	917	842	842	992	3017	2867	0	3625	2050	1292	2717	1967	4000	3092
chr11	63914844	63918844	ENSG00000167771	156	0	1281	0	1581	0	1356	1056	2256	2556	3306	2556	1356	3456	4000	3625	3550	3681	3381	4000
chr7	29988289	29992289	ENSG00000136193	239	464	14	0	464	0	0	0	689	389	314	0	0	239	2489	464	1439	164	689	0
chr5	140123935	140127935	ENSG00000182700	0	0	675	0	525	0	0	0	450	450	675	0	0	750	0	1050	0	750	1800	0
chr2	11131053	11135053	ENSG00000150873	1650	2500	2050	1303	3100	3100	3475	2650	3100	3478	3100	3028	2053	3550	4000	2053	3478	2953	4000	2953
chr4	76146515	76150515	ENSG00000138750	0	0	0	300	0	0	0	0	0	525	0	0	0	0	0	0	0	0	15	0
chr6	4085344	4089344	ENSG00000145975	3344	3794	2744	3719	3869	3644	3794	3644	3419	1875	4000	3869	3300	2950	4000	3775	4000	2950	3131	3175
chr1	109685814	109689814	ENSG00000134184	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0
chr8	141365267	141369267	ENSG00000204882	1575	0	3325	0	3567	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3883	4000	4000
chr7	36151149	36155149	ENSG00000122547	3724	3124	4000	4000	4000	4000	4000	4000	3949	4000	4000	4000	375	4000	4000	4000	4000	4000	4000	4000
chr7	47619939	47623939	ENSG00000236078	1864	1050	375	889	2989	1114	0	825	3289	1725	1575	1425	0	3075	2211	3486	3225	3289	3075	900
chr13	87670615	87674615	ENSG00000165300	3890	3590	3440	3290	3665	3515	3890	3815	3890	3965	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr13	47905357	47909357	ENSG00000234689	1125	1650	482	3000	2925	2325	2850	2775	1725	1350	1600	4000	750	3000	3407	1050	2950	593	3625	675
chr11	7968251	7972251	ENSG00000175390	900	874	2500	1975	1476	1249	1924	1725	1200	2050	3625	4000	3100	3250	3501	3850	4000	4000	4000	4000
chr21	39865317	39869317	ENSG00000183036	3700	3400	4000	2133	3850	3775	3700	4000	1825	2875	3475	3400	3400	4000	3775	3550	3783	4000	2692	4000
chr1	53887834	53891834	ENSG00000058799	0	0	1709	1184	375	0	0	0	509	959	509	359	884	959	0	659	509	809	1484	284
chr11	55912582	55916582	ENSG00000187612	182	332	375	0	782	0	0	782	0	0	1118	1525	857	450	0	293	1050	1718	675	0
chr1	6207389	6211389	ENSG00000116251	2875	1261	4000	1936	3475	2611	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	2725	4000	4000
chr1	120721923	120725923	ENSG00000278882	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	300	0	0	0	0
chr4	177726757	177730757	ENSG00000231171	1800	1800	2175	1350	1950	1575	1425	1950	1125	2250	2732	4000	4000	3407	1718	2432	3743	3550	2768	3968
chr1	99848084	99852084	ENSG00000162688	0	241	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	766	0
chr6	43227484	43231484	ENSG00000112667	900	884	0	1484	2459	809	884	1409	734	1784	734	209	284	0	1034	884	134	0	359	284
chr13	108216379	108220379	ENSG00000139826	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0
chr19	12694643	12698643	ENSG00000132004	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	307	0	0
chr16	29402029	29406029	ENSG00000254206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	84239461	84243461	ENSG00000148602	4000	4000	4000	3625	4000	4000	4000	4000	4000	3775	4000	4000	4000	4000	3914	3839	4000	4000	4000	4000
chr11	67581595	67585595	ENSG00000084207	305	155	0	305	680	230	530	305	305	1050	80	680	0	1125	0	0	1130	300	1130	0
chr10	86666449	86670449	ENSG00000122367	2774	1826	4000	0	3850	4000	4000	3674	4000	4000	4000	4000	4000	3850	4000	3700	4000	4000	4000	4000
chr15	49618980	49622980	ENSG00000104047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0
chr16	56666065	56670065	ENSG00000125144	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3925	4000	4000
chr19	12669356	12673356	ENSG00000105583	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0
chr1	45748650	45752650	ENSG00000197429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	55922139	55926139	ENSG00000115380	2100	2850	2661	2661	2700	2550	3000	3064	2886	3336	3411	4000	4000	3561	4000	3700	3711	4000	4000	3775
chr12	6871569	6875569	ENSG00000010626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	91097950	91101950	ENSG00000185518	3775	4000	4000	4000	3775	4000	4000	4000	4000	0	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr14	91778707	91782707	ENSG00000133962	1125	1125	968	1268	1193	1050	1268	1050	1200	1500	2543	3032	2993	1650	2650	3550	2950	3775	4000	3257
chr10	13159554	13163554	ENSG00000065328	0	471	979	0	1725	0	0	1725	0	375	0	0	375	696	396	0	675	0	171	0
chr3	42264207	42268207	ENSG00000187094	3625	2350	4000	2950	4000	4000	4000	4000	4000	4000	4000	4000	4000	3625	4000	4000	4000	4000	3700	4000
chr1	45581846	45585846	ENSG00000132780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0
chr19	38616882	38620882	ENSG00000104814	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	159904690	159908690	ENSG00000130368	3175	3260	4000	4000	3110	3260	3775	3250	3850	4000	4000	4000	4000	3625	4000	3775	4000	3475	4000	4000
chr5	174334295	174338295	ENSG00000249306	4000	4000	3495	4000	4000	4000	4000	3925	3645	4000	4000	4000	3195	4000	4000	3270	4000	3495	3700	4000
chr6	30343131	30347131	ENSG00000241370	0	0	369	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	39190596	39194596	ENSG00000168334	3796	2446	0	1171	3175	3721	1696	3346	3721	1950	1050	1500	1950	4000	4000	2800	4000	3250	1771	4000
chr1	84396532	84400532	ENSG00000137976	2275	2618	782	2618	2950	2318	3100	2500	3293	2925	2650	3250	3475	2843	3550	3068	3625	4000	3143	2393
chr19	1246553	1250553	ENSG00000167470	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	79007867	79011867	ENSG00000171302	0	0	717	492	0	0	867	0	0	550	342	0	0	567	492	342	492	450	867	117
chr2	208188073	208192073	ENSG00000188674	1373	3550	3550	3998	2198	3775	4000	3323	3625	3075	3325	4000	3152	4000	3550	2725	3775	3923	3550	3773
chr14	96941579	96945579	ENSG00000225163	1000	2425	3421	496	1621	2896	1921	2071	1546	3225	2521	1696	1921	3100	1675	1725	3325	2350	2875	2896
chr4	88455117	88459117	ENSG00000138646	0	408	0	0	0	0	0	0	375	300	0	0	0	600	1425	1275	0	0	0	0
chrY	23197094	23201094	ENSG00000188120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	67081783	67085783	ENSG00000121022	0	0	0	0	525	0	0	300	0	0	0	8	0	0	0	0	0	0	0	0
chr7	27150581	27154581	ENSG00000105997	4000	4000	3775	4000	4000	3306	4000	4000	4000	4000	4000	4000	300	4000	4000	4000	4000	4000	4000	4000
chr1	42765269	42769269	ENSG00000164008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	181	0
chr6	24665035	24669035	ENSG00000112304	0	0	335	0	35	0	0	0	0	140	0	0	0	0	0	0	0	0	375	0
chr20	35769974	35773974	ENSG00000025293	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	119466400	119470400	ENSG00000005022	525	800	800	300	1700	800	300	1250	800	1025	800	600	575	0	575	1725	825	0	0	0
chr7	84490724	84494724	ENSG00000075213	0	450	0	0	0	300	450	0	525	0	0	1051	0	1350	675	400	675	2251	1725	450
chr10	5682838	5686838	ENSG00000108021	0	0	0	0	0	0	0	0	0	737	587	525	212	375	0	0	0	0	137	0
chr2	96506109	96510109	ENSG00000163121	3100	2425	2016	1225	3175	2691	2500	4000	3025	3925	4000	4000	2359	3250	3700	3109	4000	3700	4000	4000
chr10	117167059	117171059	ENSG00000234474	3266	3175	4000	3850	3250	3625	3700	3700	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr6	36838002	36842002	ENSG00000124772	3123	3250	4000	2350	3348	3198	4000	3573	4000	4000	3498	4000	4000	4000	4000	4000	4000	3573	3798	4000
chrX	24691919	24695919	ENSG00000101868	556	1306	1975	550	856	925	781	931	556	406	0	556	1756	750	1800	1269	900	675	1756	600
chr18	46655033	46659033	ENSG00000167210	2658	2200	2875	2200	3742	3625	3742	3408	3850	3742	3292	2917	2317	3850	3325	3100	3475	3250	2350	3325
chr9	34521041	34525041	ENSG00000168913	2509	1759	2841	1750	2584	2025	3475	2734	3550	3334	3700	4000	3325	4000	4000	4000	3850	4000	3775	4000
chr11	74491851	74495851	ENSG00000077514	0	0	0	0	0	0	0	0	0	375	0	0	450	0	0	0	0	0	0	0
chr3	188151284	188155284	ENSG00000145012	525	0	0	675	675	0	0	0	0	525	0	241	0	0	0	450	0	0	0	0
chr11	66343125	66347125	ENSG00000174744	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
chr11	18320295	18324295	ENSG00000110768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	7215125	7219125	ENSG00000072778	0	675	0	600	1275	825	900	1800	2125	1600	1975	0	1675	2500	2425	2725	3475	3100	3475	3475
chr15	25090377	25094377	ENSG00000279735	2125	2725	3877	1252	775	2575	0	352	1177	0	4000	3400	2875	2800	2275	3175	2425	3250	1900	2650
chr13	25179441	25183441	ENSG00000238169	2775	3234	4000	3834	3075	3759	3834	3984	3909	4000	3550	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr2	18587564	18591564	ENSG00000250741	0	0	1014	339	0	0	0	0	0	264	525	600	675	0	1275	0	864	0	0	0
chrX	149519096	149523096	ENSG00000010404	1354	1954	825	2179	1954	1821	3025	1429	2329	2029	3775	3450	2029	1950	2704	4000	2350	2779	3625	2254
chr5	143190500	143194500	ENSG00000230789	750	825	1075	700	1050	1125	0	925	375	1050	900	1225	1750	2650	975	2050	300	2725	1975	175
chr21	30611930	30615930	ENSG00000184724	0	0	1575	0	70	0	0	0	0	0	2475	675	2425	1725	675	1275	1125	3555	0	750
chr11	5514705	5518705	ENSG00000175518	2350	2500	2950	3100	2350	2800	2575	2650	2725	1800	2350	2875	1845	2650	2950	3400	4000	3870	3400	3570
chr9	107428802	107432802	ENSG00000226825	3373	3298	3625	3625	3748	3823	4000	4000	4000	2025	2575	4000	3475	3475	2950	2877	2875	3100	1750	3250
chr5	180859285	180863285	ENSG00000196670	260	410	0	635	1235	0	0	0	0	260	0	0	0	0	450	0	0	0	0	0
chr19	8608735	8612735	ENSG00000142303	3250	2875	3400	3550	3325	3625	3475	3550	3400	3250	3065	3850	3175	4000	4000	4000	4000	3850	3850	4000
chr12	45727665	45731665	ENSG00000189079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	62625401	62629401	ENSG00000011028	2950	1624	3051	2376	276	300	0	3501	0	4000	4000	1050	1701	4000	3876	3700	501	975	4000	2451
chr21	30346609	30350609	ENSG00000186980	416	791	1000	491	1166	341	341	191	341	675	1525	1484	734	750	450	1900	1275	3225	959	2291
chr12	100355079	100359079	ENSG00000179520	2479	0	3000	2404	2254	0	2704	2479	2629	2496	3096	4000	3621	3400	3400	4000	3625	4000	4000	4000
chr2	157325713	157329713	ENSG00000136541	375	0	1187	0	400	0	0	0	338	0	0	0	887	713	0	0	0	788	338	0
chr11	107455844	107459844	ENSG00000152404	0	0	0	0	0	0	0	0	0	0	0	444	0	894	0	819	1044	1119	894	369
chr10	101227794	101231794	ENSG00000138136	4000	3175	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr5	157573775	157577775	ENSG00000135074	0	0	550	0	450	0	0	0	0	375	0	0	0	0	300	675	0	0	0	0
chr19	50647445	50651445	ENSG00000235034	4000	3400	4000	3550	3700	4000	2350	4000	4000	3955	4000	4000	4000	3955	4000	4000	4000	4000	4000	4000
chr1	28590200	28594200	ENSG00000188060	1975	2275	475	1275	2275	2425	1975	3025	2800	3075	3400	1500	1950	2950	3225	2325	0	1650	2175	2925
chr9	35039095	35043095	ENSG00000174038	0	750	0	0	1130	0	0	0	0	5	600	0	0	0	0	0	0	0	0	0
chr17	60420470	60424470	ENSG00000170832	945	0	0	0	625	0	0	175	900	600	0	720	1030	1095	0	0	0	420	900	0
chr20	44448092	44452092	ENSG00000237907	3808	3733	3867	4000	3883	4000	4000	3883	4000	3550	4000	4000	3850	4000	4000	4000	4000	4000	4000	4000
chr5	65622765	65626765	ENSG00000253251	0	340	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	44672692	44676692	ENSG00000198520	308	0	450	0	908	375	0	0	0	0	0	0	0	0	375	0	0	0	0	0
chr10	103477240	103481240	ENSG00000183128	2725	2390	675	825	2615	300	600	1115	2015	2210	675	375	375	1490	2660	2315	900	1425	2025	0
chr11	1836989	1840989	ENSG00000130598	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
chr6	42215865	42219865	ENSG00000048544	1050	1710	525	925	1425	900	1165	1690	790	450	0	0	0	0	190	115	0	825	0	375
chr11	19115099	19119099	ENSG00000177054	525	750	1225	0	1150	525	901	300	0	1	376	1	0	1126	0	1575	0	601	1200	0
chr1	37512774	37516774	ENSG00000163875	799	949	450	0	1000	300	949	799	649	199	0	0	0	525	0	450	525	0	1474	274
chr22	21640261	21644261	ENSG00000128228	689	839	1139	1139	914	914	1439	689	1364	0	0	539	0	1439	375	975	525	1364	1664	0
chr5	127028808	127032808	ENSG00000173926	0	1050	0	808	300	0	675	1033	0	675	0	0	0	1125	0	300	0	133	375	0
chr21	46182476	46186476	ENSG00000160284	726	126	1000	0	801	0	3325	576	3025	1251	3550	525	750	0	0	0	1474	0	1024	426
chr9	90799787	90803787	ENSG00000165025	0	300	0	0	600	0	0	0	0	0	0	0	0	0	675	525	0	0	0	0
chr19	2049244	2053244	ENSG00000099875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	600
chr19	57576456	57580456	ENSG00000171649	0	0	69	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0
chr16	67804652	67808652	ENSG00000141084	0	0	0	0	177	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0
chr17	73642089	73646089	ENSG00000069188	1450	0	525	0	2575	0	289	0	0	0	0	0	0	4000	4000	4000	1650	2950	375	2025
chr10	75234030	75238030	ENSG00000165644	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	130	0	0	750	0
chr12	27769276	27773276	ENSG00000205693	675	0	450	1526	1376	0	2351	1676	0	0	0	1275	0	776	675	2426	0	1451	2324	0
chr16	2718551	2722551	ENSG00000172382	426	726	475	801	501	726	1150	726	201	2125	1476	501	600	1125	1425	651	0	0	424	1425
chr19	45690569	45694569	ENSG00000125743	0	406	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0
chr15	88465453	88469453	ENSG00000181991	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	7561287	7565287	ENSG00000277957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	2266412	2270412	ENSG00000205937	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	450	0
chr3	179070279	179074279	ENSG00000172667	0	0	600	0	0	0	0	0	0	0	0	0	675	0	0	0	300	0	0	600
chr6	3847386	3851386	ENSG00000145945	1336	1111	4000	2425	1861	2536	661	3136	3286	4000	3811	4000	4000	3564	3225	3061	4000	4000	3939	4000
chr17	81710236	81714236	ENSG00000183048	750	0	686	0	0	750	1589	1350	0	525	375	0	300	1886	1211	675	1586	375	900	825
chr17	47647476	47651476	ENSG00000108424	375	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	3124026	3128026	ENSG00000234423	3226	3226	2625	3549	3625	3076	4000	4000	2926	2251	2326	2649	3324	2100	2926	2950	4000	3325	2349	2926
chr3	130867246	130871246	ENSG00000280127	0	0	929	0	450	0	0	375	450	2200	1829	1975	1721	821	1046	1646	671	1900	1750	0
chr2	233727108	233731108	ENSG00000243135	2742	3567	3958	3883	2700	3700	4000	3117	4000	4000	4000	4000	3958	3625	3550	3942	4000	4000	4000	2950
chr15	42489123	42493123	ENSG00000103994	0	0	450	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	50246610	50250610	ENSG00000188611	975	750	2950	3085	900	975	0	975	1350	2185	2710	4000	3175	3475	3010	4000	4000	3700	4000	3850
chr11	74007435	74011435	ENSG00000175564	0	375	0	0	1050	0	0	0	0	0	525	0	0	600	0	0	0	0	0	0
chr2	113065970	113069970	ENSG00000136697	1545	2650	4000	2875	1525	2350	2800	1620	2500	3250	3475	4000	4000	3625	3475	4000	4000	3550	4000	4000
chr3	143969798	143973798	ENSG00000181744	52	127	300	52	127	52	0	127	0	1102	0	277	427	952	0	525	0	0	0	0
chr20	2294001	2298001	ENSG00000125780	3250	3175	4000	3249	3400	3325	4000	3024	3625	3925	3925	2874	2349	3700	3475	2724	1900	2725	3549	849
chr1	117208960	117212960	ENSG00000134258	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3700	4000
chr15	72396273	72400273	ENSG00000187806	825	900	2127	1050	750	1125	1725	825	1275	0	1377	3100	2725	1800	2100	2473	1873	2398	2398	2173
chr7	87057699	87061699	ENSG00000164659	300	0	300	1425	0	1350	1800	1350	1050	1551	2526	1101	0	2601	2751	2601	1701	3100	1900	450
chr5	131794983	131798983	ENSG00000273217	525	600	0	0	525	375	0	733	0	0	267	0	450	883	750	525	0	0	508	0
chr2	32009230	32013230	ENSG00000162959	0	0	0	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	219416377	219420377	ENSG00000175084	3827	2950	3625	2725	3475	4000	4000	4000	4000	4000	4000	4000	3977	4000	4000	4000	4000	4000	4000	4000
chr17	81328674	81332674	ENSG00000185332	3799	1249	4000	2299	4000	3700	4000	4000	4000	4000	4000	4000	3850	4000	4000	4000	4000	4000	4000	4000
chr19	53328675	53332675	ENSG00000203326	2625	3325	3450	3825	3700	3000	2325	3625	3625	4000	2700	3600	2700	3625	3000	2100	3025	3900	3150	2325
chr10	35245025	35249025	ENSG00000108100	3750	3825	4000	3525	4000	3825	3825	3975	3600	3625	2475	3700	2350	3700	3225	1300	3475	4000	3475	2650
chr1	13369693	13373693	ENSG00000204480	3625	4000	3475	3775	4000	4000	4000	4000	4000	2807	3782	3782	3632	2168	3068	1725	2093	2393	2475	3775
chr5	9544200	9548200	ENSG00000250786	3825	2775	4000	1125	3775	3900	4000	3750	3600	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	45498079	45502079	ENSG00000280670	0	0	0	0	104	0	0	0	525	675	0	0	0	0	0	0	0	0	0	0
chr3	160675159	160679159	ENSG00000179674	1350	2384	2309	2159	2084	1334	2534	1784	2159	1559	3209	4000	3100	3325	3475	3359	3284	4000	3175	2609
chr2	63825843	63829843	ENSG00000143951	0	0	825	375	0	0	0	0	0	2382	1900	3657	2757	2350	3475	3850	2500	4000	4000	3625
chr8	21911860	21915860	ENSG00000147443	675	2510	0	0	2540	0	0	0	0	300	0	0	0	0	0	1940	2165	0	0	0
chr19	47288023	47292023	ENSG00000197405	0	323	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
chr1	53943929	53947929	ENSG00000081870	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	58511140	58515140	ENSG00000122870	2700	2250	3625	2700	2250	2850	2925	2775	3000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr8	108081648	108085648	ENSG00000147655	2502	2727	3402	2577	2577	2502	2502	2727	2577	3625	3027	4000	4000	4000	3925	4000	3477	4000	4000	4000
chr5	123087121	123091121	ENSG00000061455	4000	3250	4000	3100	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3850	4000	4000
chr15	73923989	73927989	ENSG00000129038	3475	2350	2889	3625	3550	3325	2761	4000	3625	0	4000	2011	2739	4000	4000	2964	4000	4000	2650	4000
chr16	31072320	31076320	ENSG00000167394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
chr7	87478435	87482435	ENSG00000005471	0	0	1725	675	0	0	0	0	0	300	710	0	0	525	600	0	975	3550	2285	3775
chr19	15462571	15466571	ENSG00000105122	0	596	404	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0
chr12	71661009	71665009	ENSG00000173451	0	0	0	0	300	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0
chr11	55602398	55606398	ENSG00000172188	0	0	0	0	0	0	300	0	0	0	0	1275	0	1327	0	825	0	0	0	0
chr1	35806172	35810172	ENSG00000134698	0	300	0	0	328	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr14	99269524	99273524	ENSG00000127152	3700	3149	4000	3400	4000	3925	4000	4000	4000	3625	3850	3674	4000	4000	4000	4000	4000	4000	4000	4000
chr11	116888721	116892721	ENSG00000231865	0	675	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	177552541	177556541	ENSG00000146067	0	300	0	0	0	0	0	0	0	675	600	0	0	0	375	0	0	0	0	0
chr19	9791180	9795180	ENSG00000196605	0	825	0	450	0	0	0	750	70	0	0	0	0	0	0	0	0	0	450	0
chr12	21524307	21528307	ENSG00000134548	1207	0	2425	2407	1132	0	1807	1207	2632	3157	4000	4000	4000	4000	4000	4000	3700	4000	4000	4000
chr13	84560364	84564364	ENSG00000233349	450	675	1011	636	514	0	0	375	0	0	1011	0	1000	0	364	336	0	139	786	0
chr17	74464416	74468416	ENSG00000167851	3475	3625	3916	3850	3475	4000	0	4000	4000	3991	4000	4000	4000	4000	3775	3991	4000	4000	3991	3850
chr2	68950970	68954970	ENSG00000183607	1545	1395	3475	2575	1470	2370	2725	1770	2650	3400	4000	4000	4000	4000	3475	4000	3475	4000	4000	4000
chr7	150799360	150803360	ENSG00000106565	4000	2585	4000	3625	3710	3860	4000	3860	4000	4000	4000	4000	0	4000	4000	4000	4000	4000	3965	4000
chr2	235503751	235507751	ENSG00000235529	4000	4000	4000	4000	3925	4000	4000	4000	4000	3850	3700	3400	3475	4000	3775	3775	3550	4000	2875	4000
chr12	107316413	107320413	ENSG00000151136	4000	0	3738	4000	4000	0	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr19	55930336	55934336	ENSG00000173572	3386	4000	4000	4000	3775	3625	4000	4000	3550	3086	3250	4000	2486	3400	2575	3625	3700	3625	2039	3550
chr13	99259744	99263744	ENSG00000125245	0	675	869	0	675	0	0	0	0	600	450	0	300	0	0	0	0	0	0	0
